drug_name,pri_score,degree_component,weighted_component,betweenness_component,severity_component
fluticasone,0.228109,0.006956,0.013027,1e-06,0.208125
aztreonam,0.227958,0.007361,0.013705,2e-06,0.20689
meropenem,0.227958,0.007361,0.013705,2e-06,0.20689
allylestrenol,0.227821,0.011187,0.019808,6.5e-05,0.196762
siponimod,0.227813,0.013216,0.022807,1.4e-05,0.191776
pralatrexate,0.227763,0.007477,0.013888,3e-06,0.206395
zanamivir,0.227464,0.006376,0.011997,0.0,0.209091
migalastat,0.227464,0.006376,0.011997,0.0,0.209091
midazolam,0.227441,0.01055,0.018804,1.1e-05,0.198077
ertapenem,0.227328,0.007361,0.013666,2e-06,0.206299
pyrazinamide,0.227328,0.007361,0.013666,2e-06,0.206299
fosfomycin,0.227328,0.007361,0.013666,2e-06,0.206299
geneticin,0.227285,0.006724,0.012584,4e-06,0.207974
apramycin,0.227285,0.006724,0.012584,4e-06,0.207974
clobazam,0.227265,0.011651,0.02046,5e-06,0.195149
aloglutamol,0.227244,0.001159,0.002334,1e-06,0.22375
bismuth cation,0.227244,0.001159,0.002334,1e-06,0.22375
gts-21,0.227237,0.003536,0.006898,0.0,0.216803
icatibant,0.227211,0.007883,0.014527,2.1e-05,0.204779
calcitriol,0.227171,0.003826,0.007433,4e-06,0.215909
progesterone,0.227163,0.010781,0.01913,7.4e-05,0.197177
camptothecin,0.227104,0.000696,0.001408,0.0,0.225
chlorzoxazone,0.227093,0.010781,0.01913,4e-06,0.197177
domperidone,0.227041,0.008695,0.015844,3e-06,0.2025
potassium hydroxide,0.227007,0.00655,0.012271,0.0,0.208186
trifluridine,0.22697,0.007593,0.014031,2e-06,0.205344
methyltestosterone,0.22688,0.009042,0.016391,4e-06,0.201442
neomycin,0.226868,0.006608,0.012362,3e-06,0.207895
sucralfate,0.22678,0.006956,0.012949,0.0,0.206875
paromomycin,0.2266,0.006724,0.012545,4e-06,0.207328
neamine,0.2266,0.006724,0.012545,4e-06,0.207328
puromycin,0.2266,0.006724,0.012545,4e-06,0.207328
hygromycin b,0.2266,0.006724,0.012545,4e-06,0.207328
disulfiram,0.226563,0.007072,0.013131,7e-06,0.206352
baricitinib,0.226521,0.007477,0.013809,1e-06,0.205233
ixazomib,0.226502,0.008695,0.015805,3e-06,0.202
nafcillin,0.226389,0.004927,0.009402,1e-06,0.212059
trametinib,0.226348,0.00684,0.012727,2e-06,0.20678
pegaptanib,0.226234,0.006434,0.011893,0.002502,0.205405
dexmethylphenidate,0.226226,0.011825,0.020616,3.5e-05,0.19375
sodium aurothiomalate,0.226208,0.007709,0.014175,1e-06,0.204323
methaqualone,0.226162,0.001913,0.003795,0.0,0.220455
orlistat,0.226052,0.000348,0.000704,0.0,0.225
metiamide,0.226052,0.000348,0.000704,0.0,0.225
roxatidine acetate,0.226052,0.000348,0.000704,0.0,0.225
lafutidine,0.226052,0.000348,0.000704,0.0,0.225
lavoltidine,0.226052,0.000348,0.000704,0.0,0.225
niperotidine,0.226052,0.000348,0.000704,0.0,0.225
levobunolol,0.226052,0.000348,0.000704,0.0,0.225
magnesium,0.226042,0.005854,0.011019,1.1e-05,0.209158
tasimelteon,0.22593,0.010202,0.018139,5e-06,0.197585
isepamicin,0.225914,0.006724,0.012505,4e-06,0.206681
pacritinib,0.225904,0.007072,0.013092,2e-06,0.205738
tipranavir,0.225883,0.01252,0.021594,0.000102,0.191667
udenafil,0.225882,0.011825,0.020577,9.8e-05,0.193382
ethambutol,0.22588,0.010955,0.019286,4e-06,0.195635
formestane,0.22584,0.008057,0.014722,3e-06,0.203058
edrophonium,0.225839,0.009042,0.016313,3e-06,0.200481
ceritinib,0.225799,0.009622,0.017226,5e-06,0.198946
eszopiclone,0.225797,0.009506,0.017043,1e-05,0.199238
pozelimab,0.225659,0.000812,0.00163,3e-06,0.223214
loratadine,0.225631,0.005738,0.010797,4e-06,0.209091
lapatinib,0.225607,0.007709,0.014135,3e-06,0.203759
vemurafenib,0.225598,0.010376,0.018373,6.1e-05,0.196788
nicotinyl alcohol,0.225526,0.000174,0.000352,0.0,0.225
drotaverine,0.225526,0.000174,0.000352,0.0,0.225
inositol nicotinate,0.225526,0.000174,0.000352,0.0,0.225
xanthinol,0.225526,0.000174,0.000352,0.0,0.225
imolamine,0.225526,0.000174,0.000352,0.0,0.225
cinepazide,0.225526,0.000174,0.000352,0.0,0.225
bamethan,0.225526,0.000174,0.000352,0.0,0.225
flosequinan,0.225526,0.000174,0.000352,0.0,0.225
hexobendine,0.225526,0.000174,0.000352,0.0,0.225
suloctidil,0.225526,0.000174,0.000352,0.0,0.225
nicofuranose,0.225526,0.000174,0.000352,0.0,0.225
butalamine,0.225526,0.000174,0.000352,0.0,0.225
dilazep,0.225526,0.000174,0.000352,0.0,0.225
cetiedil,0.225526,0.000174,0.000352,0.0,0.225
vinburnine,0.225526,0.000174,0.000352,0.0,0.225
etafenone,0.225526,0.000174,0.000352,0.0,0.225
sulfametrole,0.225526,0.000174,0.000352,0.0,0.225
didanosine,0.225471,0.006608,0.012284,0.0,0.206579
fostemsavir,0.225436,0.005796,0.010888,1e-06,0.20875
estramustine,0.22538,0.001623,0.003221,0.0,0.220536
efavirenz,0.225365,0.010839,0.019065,7e-06,0.195455
amodiaquine,0.225365,0.007941,0.014501,3e-06,0.20292
amikacin,0.225349,0.006666,0.012375,4e-06,0.206304
methylnaltrexone,0.225301,0.006376,0.01188,0.0,0.207045
rufinamide,0.225274,0.002666,0.005216,0.0,0.217391
rifalazil,0.225182,0.001739,0.003443,0.0,0.22
pazopanib,0.225116,0.010434,0.018426,7e-06,0.19625
zuranolone,0.225083,0.003072,0.005972,1e-06,0.216038
sodium bicarbonate,0.225072,0.001217,0.002425,1e-06,0.221429
aluminium acetoacetate,0.225072,0.001217,0.002425,1e-06,0.221429
aluminium glycinate,0.225072,0.001217,0.002425,1e-06,0.221429
aluminium phosphate,0.225072,0.001217,0.002425,1e-06,0.221429
pegaspargase,0.22507,0.001159,0.002295,0.001616,0.22
ramelteon,0.225053,0.010318,0.018243,4e-06,0.196489
daridorexant,0.224975,0.001971,0.003886,0.0,0.219118
cidofovir,0.224898,0.00655,0.012153,0.0,0.206195
testosterone,0.22486,0.012636,0.02166,8.3e-05,0.190482
relugolix,0.224832,0.005738,0.010758,2e-06,0.208333
mirodenafil,0.224718,0.010492,0.018478,3.1e-05,0.195718
naxitamab,0.224714,0.011129,0.019443,2e-06,0.194141
pitolisant,0.224704,0.013796,0.02329,1.4e-05,0.187605
metrifonate,0.224696,0.00284,0.005529,0.0,0.216327
aminophylline,0.224671,0.006666,0.012336,1.7e-05,0.205652
atracurium besylate,0.224648,0.005796,0.010849,3e-06,0.208
vecuronium,0.224648,0.005796,0.010849,3e-06,0.208
atracurium,0.224648,0.005796,0.010849,3e-06,0.208
gallamine,0.224648,0.005796,0.010849,3e-06,0.208
alcuronium,0.224648,0.005796,0.010849,3e-06,0.208
tiludronic acid,0.22458,0.006376,0.01184,0.0,0.206364
sofosbuvir,0.224522,0.007593,0.013875,1e-06,0.203053
tegafur,0.224506,0.010144,0.01793,4e-06,0.196429
hydroxychloroquine,0.224436,0.008463,0.015283,6e-06,0.200685
testosterone cypionate,0.224393,0.012578,0.021529,7.8e-05,0.190207
polatuzumab vedotin,0.224325,0.001449,0.002869,7e-06,0.22
memantine,0.224273,0.009158,0.016378,2e-06,0.198734
almasilate,0.224257,0.007304,0.013379,3e-06,0.203571
decamethonium,0.224156,0.004811,0.009102,2e-06,0.210241
testosterone propionate,0.22415,0.010897,0.019039,6.6e-05,0.194149
methylergometrine,0.224108,0.012115,0.020838,7e-06,0.191148
terguride,0.22402,0.011303,0.019638,2e-06,0.193077
idarucizumab,0.223989,0.006666,0.012297,2.6e-05,0.205
prednisolone phosphate,0.223911,0.007593,0.013836,1e-06,0.202481
fostamatinib,0.2239,0.01223,0.020981,4.8e-05,0.19064
samidorphan,0.223864,0.002029,0.003977,1e-06,0.217857
gentamicin,0.223858,0.00713,0.013066,4e-06,0.203659
gentamicin c1a,0.223857,0.006724,0.012388,4e-06,0.204741
nabiximols,0.223853,0.00968,0.017161,6e-06,0.197006
lumefantrine,0.223821,0.006086,0.011306,1e-06,0.206429
remacemide,0.223806,0.002782,0.005399,0.0,0.215625
ramosetron,0.223623,0.003362,0.006468,0.0,0.213793
phylloquinone,0.223552,0.006898,0.012662,0.0,0.203992
betahistine,0.223407,0.000754,0.0015,0.0,0.221154
plitidepsin,0.223407,0.000754,0.0015,0.0,0.221154
pimozide,0.223367,0.00968,0.017122,8e-06,0.196557
flutamide,0.223281,0.00939,0.016665,4e-06,0.197222
valinomycin,0.22324,0.002435,0.004734,1e-06,0.216071
piperacillin,0.223146,0.007767,0.01407,2e-06,0.201306
oxybenzone,0.223138,0.006376,0.011762,0.0,0.205
methylestrenolone,0.223116,0.00342,0.006559,2e-06,0.213136
aluminum hydroxide,0.223111,0.001275,0.002517,1e-06,0.219318
testolactone,0.222975,0.00684,0.012532,2e-06,0.203602
procaine benzylpenicillin,0.222921,0.007361,0.013392,2e-06,0.202165
oxcarbazepine,0.222899,0.005101,0.009558,1e-06,0.208239
ezetimibe,0.222853,0.016404,0.026537,0.000143,0.17977
acyclovir,0.222833,0.008289,0.014892,2e-06,0.19965
tacrine,0.222754,0.005912,0.010954,5e-06,0.205882
methylphenidate,0.222751,0.011303,0.019521,4e-06,0.191923
lithium hydroxide,0.22275,0.005912,0.010954,1e-06,0.205882
lithium succinate,0.22275,0.005912,0.010954,1e-06,0.205882
peginesatide,0.222626,0.006608,0.011971,0.002732,0.201316
mequitazine,0.222559,0.00713,0.012988,3e-06,0.202439
clarithromycin,0.222355,0.010376,0.0181,2.5e-05,0.193855
deramciclane,0.222269,0.004811,0.009024,0.0,0.208434
amoxicillin,0.222233,0.007419,0.013444,2e-06,0.201367
ampicillin,0.222233,0.007419,0.013444,2e-06,0.201367
apalutamide,0.222224,0.012462,0.021151,6e-06,0.188605
dexchlorpheniramine maleate,0.222194,0.006492,0.011906,2e-06,0.203795
ivosidenib,0.22219,0.008927,0.015857,5e-06,0.197403
hydroxyprogesterone,0.222104,0.004058,0.007681,9e-06,0.210357
saquinavir,0.222081,0.011071,0.019117,8e-06,0.191885
xenon,0.222074,0.011071,0.019117,1e-06,0.191885
dexchlorpheniramine,0.222053,0.006202,0.01141,2e-06,0.204439
tenofovir,0.22203,0.007651,0.013809,1e-06,0.200568
tyramine,0.222014,0.011013,0.019025,1e-06,0.191974
tenofovir disoproxil,0.221987,0.007709,0.013901,1e-06,0.200376
telithromycin,0.221889,0.009622,0.016913,2.3e-05,0.195331
colistin,0.2218,0.006724,0.012271,4e-06,0.202802
sisomicin,0.2218,0.006724,0.012271,4e-06,0.202802
dibekacin,0.2218,0.006724,0.012271,4e-06,0.202802
influenza a virus a/california/7/2009 (h1n1) live (attenuated) antigen,0.221727,0.00058,0.001148,0.0,0.22
dichlorobenzyl alcohol,0.221696,0.006376,0.011684,0.0,0.203636
oxacillin,0.221661,0.007361,0.013314,2e-06,0.200984
mavorixafor,0.221661,0.007361,0.013314,1e-06,0.200984
phenmetrazine,0.22158,0.011013,0.018986,1e-06,0.191579
tramazoline,0.22158,0.011013,0.018986,1e-06,0.191579
fenozolone,0.22158,0.011013,0.018986,1e-06,0.191579
mefenorex,0.22158,0.011013,0.018986,1e-06,0.191579
probenecid,0.221392,0.009622,0.016874,1.7e-05,0.19488
atazanavir,0.221363,0.012404,0.020981,1e-05,0.187967
cisatracurium,0.221344,0.005854,0.010784,3e-06,0.204703
enzalutamide,0.221322,0.011825,0.020147,1.2e-05,0.189338
ledipasvir,0.221284,0.007883,0.014135,1e-06,0.199265
doxapram,0.221224,0.010665,0.018439,0.0,0.19212
valaciclovir,0.221198,0.006666,0.01214,0.0,0.202391
oxytetracycline,0.221178,0.003188,0.006077,9.6e-05,0.211818
nilutamide,0.22112,0.008811,0.015596,3e-06,0.196711
netilmicin,0.221114,0.006724,0.012232,4e-06,0.202155
eslicarbazepine acetate,0.221084,0.003188,0.006077,1e-06,0.211818
clomethiazole,0.221083,0.003188,0.006077,1e-06,0.211818
finasteride,0.221072,0.011941,0.02029,6e-06,0.188835
cannabinol,0.221034,0.006782,0.012323,6e-06,0.201923
galantamine,0.220984,0.007419,0.013366,4e-06,0.200195
auranofin,0.220975,0.006376,0.011645,0.0,0.202955
corifollitropin alfa,0.220975,0.006376,0.011645,0.0,0.202955
roflumilast,0.220927,0.00968,0.016926,1e-05,0.194311
glycerol phenylbutyrate,0.220888,0.009622,0.016835,3e-06,0.194428
brinzolamide,0.220864,0.00029,0.000574,0.0,0.22
fingolimod,0.22085,0.005738,0.010562,3e-06,0.204545
rupatadine,0.220652,0.007999,0.014279,5e-06,0.19837
technetium tc-99m mebrofenin,0.220611,0.00713,0.012871,1e-06,0.20061
ioflupane i-123,0.220593,0.006608,0.01201,1e-06,0.201974
apremilast,0.220501,0.011825,0.020069,5e-06,0.188603
ribostamycin,0.220429,0.006724,0.012192,4e-06,0.201509
arbekacin,0.220429,0.006724,0.012192,4e-06,0.201509
valbenazine,0.220396,0.01026,0.017761,3e-06,0.192373
testosterone enanthate,0.220361,0.012694,0.021281,8.4e-05,0.186301
epicaptopril,0.22027,0.010607,0.018269,0.0,0.191393
lorpiprazole,0.220268,0.00939,0.01643,2e-06,0.194444
olutasidenib,0.220265,0.002666,0.005099,0.0,0.2125
alvocidib,0.22026,0.000812,0.001591,0.0,0.217857
iothalamic acid,0.220255,0.006376,0.011606,0.0,0.202273
eucalyptus oil,0.220255,0.006376,0.011606,0.0,0.202273
riluzole,0.220188,0.00313,0.005946,1e-06,0.211111
tubocurarine,0.22018,0.007709,0.013783,3e-06,0.198684
ivermectin,0.220116,0.003826,0.007198,1e-06,0.209091
dronabinol,0.220108,0.008984,0.015792,1e-05,0.195323
oseltamivir,0.219815,0.006666,0.012062,0.0,0.201087
clotiazepam,0.219797,0.003014,0.005725,0.0,0.211058
ambroxol,0.219716,0.001391,0.002699,1e-06,0.215625
lopinavir,0.219616,0.011477,0.019482,2.1e-05,0.188636
diatrizoate,0.219534,0.006376,0.011567,0.0,0.201591
ribavirin,0.219534,0.006376,0.011567,0.0,0.201591
resorcinol,0.219534,0.006376,0.011567,0.0,0.201591
rabeprazole,0.219484,0.007999,0.014201,1e-06,0.197283
ancestim,0.219447,0.006434,0.011658,4e-06,0.201351
framycetin,0.219413,0.006028,0.01098,1e-06,0.202404
ritonavir,0.219244,0.012057,0.020277,1.1e-05,0.186899
cholecalciferol,0.21901,0.005854,0.010667,1.3e-05,0.202475
dalfampridine,0.218866,0.006898,0.012388,1e-06,0.19958
abacavir,0.218813,0.006376,0.011527,0.0,0.200909
flumazenil,0.218813,0.006376,0.011527,0.0,0.200909
fenproporex,0.218813,0.006376,0.011527,0.0,0.200909
dimercaprol,0.218813,0.006376,0.011527,0.0,0.200909
ioversol,0.218813,0.006376,0.011527,0.0,0.200909
iopromide,0.218813,0.006376,0.011527,0.0,0.200909
technetium tc-99m exametazime,0.218813,0.006376,0.011527,0.0,0.200909
sodium fluoride,0.218813,0.006376,0.011527,0.0,0.200909
oxyquinoline,0.218813,0.006376,0.011527,0.0,0.200909
naldemedine,0.218813,0.006376,0.011527,0.0,0.200909
isoflavone,0.218813,0.006376,0.011527,0.0,0.200909
benserazide,0.218813,0.006376,0.011527,0.0,0.200909
strontium chloride,0.218813,0.006376,0.011527,0.0,0.200909
pentetic acid,0.218813,0.006376,0.011527,0.0,0.200909
dutasteride,0.218785,0.011767,0.019821,5e-06,0.187192
eslicarbazepine,0.218735,0.003304,0.00622,1e-06,0.209211
erlotinib,0.218735,0.010434,0.017878,7e-06,0.190417
valganciclovir,0.218728,0.006434,0.011619,0.0,0.200676
pasireotide,0.218501,0.006608,0.011893,1e-06,0.2
thiabendazole,0.218454,0.007477,0.013301,1e-06,0.197674
donepezil,0.218416,0.008695,0.015218,3e-06,0.1945
primaquine,0.218346,0.010492,0.01793,8e-06,0.189917
panobinostat,0.218343,0.008405,0.014761,5e-06,0.195172
aprobarbital,0.218295,0.003362,0.006311,1e-06,0.208621
bevacizumab,0.218255,0.001449,0.002791,1.5e-05,0.214
pertuzumab,0.218255,0.001449,0.002791,1.5e-05,0.214
tisotumab vedotin,0.218247,0.001449,0.002791,7e-06,0.214
trospium,0.218216,0.005854,0.010628,1e-06,0.201733
biperiden,0.218216,0.005854,0.010628,1e-06,0.201733
zotepine,0.218171,0.004173,0.007746,2e-06,0.20625
benzgalantamine,0.218095,0.004927,0.00905,0.0,0.204118
hydroxocobalamin,0.218092,0.006376,0.011488,0.0,0.200227
gadodiamide,0.218092,0.006376,0.011488,0.0,0.200227
pralidoxime,0.218092,0.006376,0.011488,0.0,0.200227
flupirtine,0.218092,0.006376,0.011488,0.0,0.200227
gadofosveset trisodium,0.218092,0.006376,0.011488,0.0,0.200227
mangafodipir,0.218092,0.006376,0.011488,0.0,0.200227
plerixafor,0.218092,0.006376,0.011488,0.0,0.200227
teduglutide,0.218092,0.006376,0.011488,0.0,0.200227
pentastarch,0.218092,0.006376,0.011488,0.0,0.200227
technetium tc-99m oxidronate,0.218092,0.006376,0.011488,0.0,0.200227
tetradecyl hydrogen sulfate (ester),0.218092,0.006376,0.011488,0.0,0.200227
pidotimod,0.218092,0.006376,0.011488,0.0,0.200227
vaborbactam,0.218092,0.006376,0.011488,0.0,0.200227
bismuth subgallate,0.218014,0.006434,0.01158,0.0,0.2
n-methylnicotinamide,0.218014,0.006434,0.01158,0.0,0.2
evening primrose oil,0.218014,0.006434,0.01158,0.0,0.2
cyclobenzaprine,0.217956,0.004,0.007433,2e-06,0.206522
bepotastine,0.217941,0.006492,0.011671,1e-06,0.199777
pholcodine,0.21794,0.006492,0.011671,0.0,0.199777
chlorotrianisene,0.217938,0.004463,0.008241,3.9e-05,0.205195
pantoprazole,0.217875,0.008695,0.015179,2e-06,0.194
potassium carbonate,0.21787,0.00655,0.011762,0.0,0.199558
fusidic acid,0.217843,0.010028,0.0172,8e-06,0.190607
nelfinavir,0.217717,0.009332,0.016144,5e-06,0.192236
levocarnitine,0.217605,0.010202,0.017435,5.4e-05,0.189915
atipamezole,0.217576,0.010607,0.018034,0.0,0.188934
idazoxan,0.217576,0.010607,0.018034,0.0,0.188934
thiamine,0.217552,0.000869,0.001682,0.0,0.215
fenfluramine,0.21753,0.00626,0.011267,4e-06,0.2
selenium,0.217447,0.006318,0.011358,0.0,0.199771
chromium,0.217447,0.006318,0.011358,0.0,0.199771
etizolam,0.21738,0.003304,0.006181,0.0,0.207895
chondroitin sulfate,0.217371,0.006376,0.011449,0.0,0.199545
azelaic acid,0.217371,0.006376,0.011449,0.0,0.199545
gadoteridol,0.217371,0.006376,0.011449,0.0,0.199545
nedocromil,0.217371,0.006376,0.011449,0.0,0.199545
gadopentetic acid,0.217371,0.006376,0.011449,0.0,0.199545
iodixanol,0.217371,0.006376,0.011449,0.0,0.199545
permethrin,0.217371,0.006376,0.011449,0.0,0.199545
nalmefene,0.217371,0.006376,0.011449,0.0,0.199545
tiopronin,0.217371,0.006376,0.011449,0.0,0.199545
idebenone,0.217371,0.006376,0.011449,0.0,0.199545
hydroxyethyl starch,0.217371,0.006376,0.011449,0.0,0.199545
aurothioglucose,0.217371,0.006376,0.011449,0.0,0.199545
gadoteric acid,0.217371,0.006376,0.011449,0.0,0.199545
isosulfan blue,0.217371,0.006376,0.011449,0.0,0.199545
florbetaben f-18,0.217371,0.006376,0.011449,0.0,0.199545
florbetapir f-18,0.217371,0.006376,0.011449,0.0,0.199545
technetium tc-99m pyrophosphate,0.217371,0.006376,0.011449,0.0,0.199545
piracetam,0.217371,0.006376,0.011449,0.0,0.199545
gimeracil,0.217371,0.006376,0.011449,0.0,0.199545
choline c 11,0.217371,0.006376,0.011449,0.0,0.199545
phosphoric acid,0.217371,0.006376,0.011449,0.0,0.199545
octinoxate,0.217371,0.006376,0.011449,0.0,0.199545
fludeoxyglucose (18f),0.217371,0.006376,0.011449,0.0,0.199545
iobenguane sulfate i-123,0.217371,0.006376,0.011449,0.0,0.199545
n-acetyltyrosine,0.217371,0.006376,0.011449,0.0,0.199545
bicisate,0.217371,0.006376,0.011449,0.0,0.199545
indigotindisulfonic acid,0.217371,0.006376,0.011449,0.0,0.199545
benznidazole,0.217371,0.006376,0.011449,0.0,0.199545
inosine pranobex,0.217371,0.006376,0.011449,0.0,0.199545
oxabolone cipionate,0.217371,0.006376,0.011449,0.0,0.199545
chromic citrate,0.217371,0.006376,0.011449,0.0,0.199545
chromic nitrate,0.217371,0.006376,0.011449,0.0,0.199545
chromium gluconate,0.217371,0.006376,0.011449,0.0,0.199545
chromium nicotinate,0.217371,0.006376,0.011449,0.0,0.199545
chromous sulfate,0.217371,0.006376,0.011449,0.0,0.199545
golodirsen,0.217371,0.006376,0.011449,0.0,0.199545
xanomeline,0.217367,0.004347,0.00802,0.0,0.205
dimethyl sulfoxide,0.21735,0.009506,0.016378,2e-06,0.191463
lumateperone,0.217337,0.002956,0.005555,2e-06,0.208824
lesinurad,0.217335,0.008695,0.01514,1e-06,0.1935
enrofloxacin,0.217319,0.00371,0.006898,7e-05,0.206641
hexafluronium,0.217215,0.004637,0.008515,1e-06,0.204063
fomepizole,0.217167,0.00655,0.011723,0.0,0.198894
sulbactam,0.217167,0.00655,0.011723,0.0,0.198894
enflurane,0.217089,0.003536,0.006585,0.0,0.206967
carisoprodol,0.217084,0.002492,0.004707,0.0,0.209884
eravacycline,0.216973,0.002666,0.00502,4.7e-05,0.209239
cyanocobalamin,0.216871,0.006202,0.011136,0.0,0.199533
pyridoxine,0.216871,0.006202,0.011136,0.0,0.199533
tocopherol,0.216858,0.006898,0.012271,1e-06,0.197689
polyestradiol phosphate,0.216857,0.004,0.007394,2.9e-05,0.205435
betaine,0.216847,0.00284,0.005333,0.0,0.208673
estradiol dienanthate,0.21681,0.011013,0.018556,4e-06,0.187237
chromic chloride,0.21672,0.006318,0.011319,0.0,0.199083
sodium acetate,0.21672,0.006318,0.011319,0.0,0.199083
selenious acid,0.21672,0.006318,0.011319,0.0,0.199083
inositol,0.21672,0.006318,0.011319,0.0,0.199083
mephenytoin,0.21671,0.008231,0.01437,9.5e-05,0.194014
diethylstilbestrol,0.216705,0.008231,0.01437,8.9e-05,0.194014
1-benzylimidazole,0.216678,0.010607,0.017956,0.0,0.188115
metyrapone,0.216643,0.007304,0.01291,1e-06,0.196429
umeclidinium,0.216594,0.007477,0.013184,2e-06,0.19593
dabrafenib,0.216532,0.010492,0.017774,7e-06,0.18826
folic acid,0.216474,0.00655,0.011684,1e-05,0.19823
adagrasib,0.216197,0.008579,0.014879,3e-06,0.192736
dextromethorphan,0.216171,0.008521,0.014787,5e-06,0.192857
voriconazole,0.216164,0.009274,0.015935,1.7e-05,0.190938
eliglustat,0.216072,0.00713,0.012597,4e-06,0.196341
methoxsalen,0.216009,0.007304,0.012871,1e-06,0.195833
clinafloxacin,0.215941,0.002435,0.004577,1e-06,0.208929
mesterolone,0.215876,0.001159,0.002217,0.0,0.2125
aprotinin,0.215871,0.004753,0.008659,2.1e-05,0.202439
methacholine,0.215825,0.002956,0.005516,0.0,0.207353
oxybutynin,0.215757,0.008753,0.015113,4e-06,0.191887
aminoglutethimide,0.215647,0.002145,0.004042,0.0,0.209459
darifenacin,0.215627,0.006724,0.011919,2e-06,0.196983
rilpivirine,0.215542,0.009158,0.015713,6e-06,0.190665
terfenadine,0.215514,0.011013,0.018439,1e-05,0.186053
paraoxon,0.215278,0.00284,0.005294,0.0,0.207143
reboxetine,0.215021,0.005043,0.009115,1e-06,0.200862
topiroxostat,0.214972,0.0091,0.015583,2e-06,0.190287
octreotide,0.214748,0.007246,0.012701,2e-06,0.1948
oleandrin,0.214722,0.006144,0.010928,9e-06,0.197642
hexestrol,0.214699,0.004521,0.008215,3.9e-05,0.201923
omadacycline,0.214626,0.003768,0.006911,0.000101,0.203846
posaconazole,0.214496,0.008463,0.014579,1.6e-05,0.191438
montelukast,0.21441,0.004927,0.008893,1e-06,0.200588
benzyl alcohol,0.214362,0.00655,0.011567,7e-06,0.196239
acoramidis,0.214256,0.015245,0.024007,5e-06,0.175
triclabendazole,0.214246,0.008869,0.015179,2e-06,0.190196
sarecycline,0.21416,0.003188,0.005881,9.1e-05,0.205
infliximab,0.214128,0.008637,0.014814,7.4e-05,0.190604
estradiol benzoate,0.21394,0.009854,0.016613,0.00012,0.187353
dicloxacillin,0.21375,0.001971,0.00369,0.0,0.208088
azlocillin,0.213714,0.001101,0.002086,0.0,0.210526
fluoxymesterone,0.213714,0.001101,0.002086,0.0,0.210526
glpg-0492,0.213714,0.001101,0.002086,0.0,0.210526
tretamine,0.213683,0.003246,0.005972,0.0,0.204464
acetophenazine,0.213449,0.003072,0.005659,0.0,0.204717
perazine,0.213449,0.003072,0.005659,0.0,0.204717
medical cannabis,0.213312,0.009448,0.015974,6e-06,0.187883
apraclonidine,0.213175,0.000232,0.000443,0.0,0.2125
befunolol,0.213175,0.000232,0.000443,0.0,0.2125
astemizole,0.213137,0.008811,0.015009,8e-06,0.189309
potassium alum,0.21295,0.00655,0.011488,0.0,0.194912
vincristine,0.212839,0.007246,0.012584,1e-05,0.193
clorobiocin,0.212838,0.000116,0.000222,0.0,0.2125
trioxsalen,0.212838,0.000116,0.000222,0.0,0.2125
calanolide a,0.212838,0.000116,0.000222,0.0,0.2125
hymecromone,0.212838,0.000116,0.000222,0.0,0.2125
haloxon,0.212838,0.000116,0.000222,0.0,0.2125
bergapten,0.212838,0.000116,0.000222,0.0,0.2125
tecarfarin,0.212838,0.000116,0.000222,0.0,0.2125
esculin,0.212838,0.000116,0.000222,0.0,0.2125
4-methylumbelliferyl beta-d-glucoside,0.212838,0.000116,0.000222,0.0,0.2125
colforsin,0.212838,0.000116,0.000222,0.0,0.2125
n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide,0.212838,0.000116,0.000222,0.0,0.2125
lefradafiban,0.212838,0.000116,0.000222,0.0,0.2125
alferminogene tadenovec,0.212838,0.000116,0.000222,0.0,0.2125
tezosentan,0.212838,0.000116,0.000222,0.0,0.2125
iron sucrose,0.212838,0.000116,0.000222,0.0,0.2125
bradykinin,0.212838,0.000116,0.000222,0.0,0.2125
puerarin,0.212838,0.000116,0.000222,0.0,0.2125
levoketoconazole,0.212781,0.008984,0.015244,4e-06,0.188548
nandrolone phenpropionate,0.212766,0.001275,0.002399,0.0,0.209091
nandrolone,0.212766,0.001275,0.002399,0.0,0.209091
terbinafine,0.212432,0.008637,0.014696,5e-06,0.189094
5-androstenedione,0.212087,0.001159,0.002178,0.0,0.20875
androstenedione,0.212087,0.001159,0.002178,0.0,0.20875
st. john's wort,0.212018,0.009216,0.015531,6e-06,0.187264
bacitracin,0.211989,0.005217,0.009271,1e-06,0.1975
acetyl sulfisoxazole,0.211956,0.002666,0.004903,3.9e-05,0.204348
quinupristin,0.211515,0.002145,0.003964,0.0,0.205405
dalfopristin,0.211515,0.002145,0.003964,0.0,0.205405
ridaforolimus,0.211511,0.004579,0.008189,9e-06,0.198734
vismodegib,0.211333,0.001043,0.001956,0.0,0.208333
phenoxymethylpenicillin,0.211333,0.001043,0.001956,0.0,0.208333
hetacillin,0.211333,0.001043,0.001956,0.0,0.208333
mezlocillin,0.211333,0.001043,0.001956,0.0,0.208333
cyclacillin,0.211333,0.001043,0.001956,0.0,0.208333
cloxacillin,0.211333,0.001043,0.001956,0.0,0.208333
amdinocillin,0.211333,0.001043,0.001956,0.0,0.208333
bacampicillin,0.211333,0.001043,0.001956,0.0,0.208333
meticillin,0.211333,0.001043,0.001956,0.0,0.208333
pivampicillin,0.211333,0.001043,0.001956,0.0,0.208333
