drug_id,disease_id,relationship_type,source,match_type,match_value
DB02709,MESH:D002471,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D002544,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:C537948,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D056486,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D002779,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020256,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019457,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D021081,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003072,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003092,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D003092,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003093,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003110,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003111,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015179,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003324,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003327,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003643,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003866,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D048909,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003920,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003921,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003922,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003924,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003925,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D058065,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003928,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003929,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D003930,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004195,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018450,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D018450,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D064420,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D050171,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004487,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004489,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D016769,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020964,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D004681,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004715,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004719,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019446,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020345,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004769,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020031,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007172,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004890,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D004938,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005199,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005221,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005234,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005235,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005317,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005355,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D005355,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005393,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005512,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005621,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005909,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005910,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D005922,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015433,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018149,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006042,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D006258,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D034381,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006317,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006330,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006331,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006333,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D054144,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006406,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006470,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D048550,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006505,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006526,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006529,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006561,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015658,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D015658,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006816,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006930,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D034321,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006937,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006943,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020138,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D006946,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006948,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D006949,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006965,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D006965,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006967,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006973,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006976,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020343,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:C563161,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006980,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015228,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D006984,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D006984,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D017379,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D017380,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D033461,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007010,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007035,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000860,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020244,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007247,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007248,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007249,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D007249,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007251,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007333,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D007333,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D055959,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007410,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007511,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D002546,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007627,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007669,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007674,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007905,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007945,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015459,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D007948,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015464,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015470,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015473,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015458,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008103,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008106,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008107,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008108,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008113,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008114,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008171,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008206,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D016393,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008228,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008232,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008268,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015674,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008325,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008545,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008546,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008569,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000086002,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008659,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D024821,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D028361,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000068079,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009069,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009101,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018908,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009133,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009134,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020388,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009203,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015428,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009205,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000077274,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009336,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D009336,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D058426,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009361,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009362,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D009362,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009369,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009374,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009389,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D009389,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009410,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009436,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009447,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019636,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020078,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020258,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D065626,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009765,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009845,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D009293,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010003,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020370,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010024,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015663,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010049,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010051,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010182,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010190,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010195,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D010195,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019283,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010302,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020734,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010538,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D010911,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011085,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011230,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015452,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D054198,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D054218,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011225,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011297,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D011297,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011371,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015175,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011470,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011471,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D011471,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011507,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D029424,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011654,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011658,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D011833,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D051436,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015427,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D015427,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018357,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012140,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012163,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012164,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015861,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012554,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012595,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012600,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012640,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018805,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012751,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012771,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012852,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D012878,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:C564616,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013158,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013163,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000077195,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013272,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D013274,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013276,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D020521,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013345,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019966,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013724,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D000072660,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D013733,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:C536914,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014062,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014277,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014456,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D002583,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014591,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014594,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014652,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020301,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018754,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018487,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D018497,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D020257,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D008258,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014855,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D019282,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015430,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D015430,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D015431,marker/mechanism,CTD,drug_name,Resveratrol
DB02709,MESH:D015431,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014898,therapeutic,CTD,drug_name,Resveratrol
DB02709,MESH:D014947,therapeutic,CTD,drug_name,Resveratrol
DB00015,MESH:D002637,therapeutic,CTD,cas_number,133652-38-7
DB00015,MESH:D006976,therapeutic,CTD,cas_number,133652-38-7
DB00015,MESH:D020300,marker/mechanism,CTD,cas_number,133652-38-7
DB00015,MESH:D009203,therapeutic,CTD,cas_number,133652-38-7
DB00015,MESH:D011655,therapeutic,CTD,cas_number,133652-38-7
DB00015,MESH:D020521,marker/mechanism,CTD,cas_number,133652-38-7
DB11855,MESH:D029424,therapeutic,CTD,drug_name,revefenacin
DB09259,MESH:D011183,therapeutic,CTD,drug_name,reviparin
DB09259,MESH:D020246,therapeutic,CTD,drug_name,reviparin
DB13174,MESH:D006501,marker/mechanism,CTD,cas_number,478-43-3
DB13174,MESH:D008106,therapeutic,CTD,cas_number,478-43-3
DB00811,MESH:D000140,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D058186,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000257,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D000740,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000743,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000744,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001008,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001157,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001201,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D001342,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001424,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D020330,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001714,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001763,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001919,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D002311,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D002386,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D002543,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D002561,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D056486,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003072,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D017091,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D015179,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D003117,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000013,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003371,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000086382,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D003449,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003556,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D003693,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003866,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D004172,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D004195,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D004342,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D004769,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D007172,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D005221,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D018177,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006261,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006312,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006319,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003639,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D046088,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006456,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006461,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006478,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006479,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006480,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D048550,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006506,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D019694,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006526,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006526,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D019698,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D006521,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D015658,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D034321,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006973,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D058437,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D006980,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D007024,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D007037,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D000860,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D007249,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D007511,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D007835,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D007970,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D008103,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D008103,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D017093,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D008113,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D008275,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D003865,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D008580,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D001523,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D008881,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D028361,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D019964,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009135,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009157,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009157,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D017202,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009336,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D053040,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009404,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009503,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D015835,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D015840,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009901,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D018917,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D009976,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D010146,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D010195,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D016584,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D010211,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D010243,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D018184,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D010302,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D010217,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D010900,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D011024,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D011605,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D011618,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D051437,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D051437,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D012088,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D018357,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D012163,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D012164,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D012170,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D012295,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D012393,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D017565,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D012563,marker/mechanism,CTD,cas_number,36791-04-5
DB00811,MESH:D045169,therapeutic,CTD,cas_number,36791-04-5
DB00811,MESH:D012735,marker/mechanism,CTD,cas_number,36791-04-5
