drug_id,protein_id,relationship_type,actions,known_action,inhibition_strength,induction_strength,source,match_type,match_value
DB14481,BE0008698,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0000885,target,,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008699,target,ligand,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008700,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008701,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008702,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008703,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008704,target,agonist,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008705,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008706,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008707,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008708,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008709,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008710,target,agonist,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008711,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005274,target,agonist,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0004557,target,ligand,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0027477,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008690,carrier,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0004083,carrier,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005055,transporter,upregulator,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008680,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008681,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008682,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008683,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005102,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0000986,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005112,transporter,substrate,no,,,DrugBank,drugbank_id,DB14481
DB14481,BE0000739,transporter,activator,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005295,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008712,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0005296,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008713,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008714,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008715,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008717,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008716,transporter,inhibitor,unknown,,,DrugBank,drugbank_id,DB14481
DB14481,BE0008718,transporter,antagonist,unknown,,,DrugBank,drugbank_id,DB14481
DB14487,BE0005831,target,activator,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001145,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001683,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004528,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005807,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000720,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003106,target,substrate,no,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002467,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0008980,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005844,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004590,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003844,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004542,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000123,target,agonist,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000125,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004779,target,substrate,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005815,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002365,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003523,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0008954,target,blocker,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005833,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002390,target,inducer,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005834,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000433,target,ligand,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001003,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003491,target,modulator,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005835,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000187,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0008955,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0008993,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000058,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0008994,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003602,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003380,target,inducer,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005770,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005812,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005538,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004778,target,disruptor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009047,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000910,target,binder,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001060,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009048,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001213,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003449,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000922,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009049,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005852,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001119,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009069,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002095,target,binder,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002096,target,binder,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002093,target,activator,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001529,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003455,target,binder,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004686,target,binder,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009050,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009070,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000855,target,binder,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009071,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009072,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009051,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003266,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001701,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009053,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009054,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009055,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003503,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003504,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009073,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009074,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004672,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009075,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000048,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009076,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000538,target,binder,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001180,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004161,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000629,target,activator,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009057,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009077,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009058,target,carrier,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005097,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005098,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009078,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000616,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009079,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009080,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009060,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009081,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009082,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009083,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009084,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002440,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001017,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009061,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009062,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009085,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009086,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009063,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009087,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009088,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009064,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003663,target,binder,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0004613,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000930,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009089,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003756,target,inducer,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0005533,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000952,target,binder,no,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009090,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009067,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000209,target,binder,no,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000775,target,agonist,yes,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000685,target,binder,no,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000337,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001068,target,,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009092,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0009093,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0003392,target,downregulator,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001717,target,inducer,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000267,enzyme,inhibitor,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001123,enzyme,modulator|product of,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0000465,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0001183,enzyme,substrate|cleavage,unknown,,,DrugBank,drugbank_id,DB14487
DB14487,BE0002390,enzyme,inducer,unknown,,unknown,DrugBank,drugbank_id,DB14487
DB14488,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0008990,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB14488
DB14488,BE0008991,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0000399,target,other,yes,,,DrugBank,drugbank_id,DB14488
DB14488,BE0009013,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0003175,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0005817,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0000113,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14488
DB14488,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14488
DB14488,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14488
DB14489,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0008990,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB14489
DB14489,BE0008991,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0000399,target,other,yes,,,DrugBank,drugbank_id,DB14489
DB14489,BE0009013,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0003175,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0005817,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0000113,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14489
DB14489,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14489
DB14489,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14489
DB14490,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0008990,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB14490
DB14490,BE0008991,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0000399,target,other,yes,,,DrugBank,drugbank_id,DB14490
DB14490,BE0009013,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0003175,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0005817,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0000113,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14490
DB14490,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14490
DB14490,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14490
DB14491,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0002217,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0008990,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0000130,target,activator,yes,,,DrugBank,drugbank_id,DB14491
DB14491,BE0008991,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0000399,target,other,yes,,,DrugBank,drugbank_id,DB14491
DB14491,BE0009013,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0003175,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0005817,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0000113,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14491
DB14491,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14491
DB14491,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14491
DB14498,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14498
DB14499,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14499
DB14500,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14500
DB14500,BE0000732,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14500
DB14500,BE0000502,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14500
DB14502,BE0000535,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14502
DB14502,BE0005055,transporter,upregulator,unknown,,,DrugBank,drugbank_id,DB14502
DB14502,BE0008680,transporter,substrate,no,,,DrugBank,drugbank_id,DB14502
DB14502,BE0008681,transporter,substrate,no,,,DrugBank,drugbank_id,DB14502
DB14502,BE0008682,transporter,substrate,no,,,DrugBank,drugbank_id,DB14502
DB14502,BE0008683,transporter,substrate,no,,,DrugBank,drugbank_id,DB14502
DB14503,BE0005055,transporter,upregulator,unknown,,,DrugBank,drugbank_id,DB14503
DB14503,BE0008680,transporter,substrate,no,,,DrugBank,drugbank_id,DB14503
DB14503,BE0008681,transporter,substrate,no,,,DrugBank,drugbank_id,DB14503
DB14503,BE0008682,transporter,substrate,no,,,DrugBank,drugbank_id,DB14503
DB14503,BE0008683,transporter,substrate,no,,,DrugBank,drugbank_id,DB14503
DB14507,BE0000983,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14507
DB14507,BE0001152,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14507
DB14507,BE0001065,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14507
DB14507,BE0000831,target,,unknown,,,DrugBank,drugbank_id,DB14507
DB14508,BE0000983,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14508
DB14508,BE0001152,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14508
DB14508,BE0001065,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14508
DB14508,BE0000831,target,,unknown,,,DrugBank,drugbank_id,DB14508
DB14509,BE0000983,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14509
DB14509,BE0009446,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14509
DB14509,BE0001152,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14509
DB14509,BE0001065,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14509
DB14509,BE0000831,target,,unknown,,,DrugBank,drugbank_id,DB14509
DB14509,BE0000190,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14509
DB14509,BE0000024,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14509
DB14509,BE0000497,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14509
DB14512,BE0000794,target,agonist,yes,,,DrugBank,drugbank_id,DB14512
DB14512,BE0000557,target,agonist,yes,,,DrugBank,drugbank_id,DB14512
DB14512,BE0002887,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB14512
DB14512,BE0002638,enzyme,inhibitor,unknown,unknown,,DrugBank,drugbank_id,DB14512
DB14512,BE0002362,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB14512
DB14513,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB14513
DB14513,BE0009861,transporter,,unknown,,,DrugBank,drugbank_id,DB14513
DB14513,BE0005126,transporter,substrate,no,,,DrugBank,drugbank_id,DB14513
DB14513,BE0004624,transporter,inhibitor,yes,,,DrugBank,drugbank_id,DB14513
DB14513,BE0009863,transporter,,unknown,,,DrugBank,drugbank_id,DB14513
DB14513,BE0008673,transporter,substrate,no,,,DrugBank,drugbank_id,DB14513
DB14513,BE0009864,transporter,,unknown,,,DrugBank,drugbank_id,DB14513
DB14514,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14514
DB14515,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14515
DB14517,BE0000510,target,binder,unknown,,,DrugBank,drugbank_id,DB14517
DB14517,BE0000732,target,inhibitor,yes,,,DrugBank,drugbank_id,DB14517
DB14517,BE0001091,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14517
DB14517,BE0003392,target,downregulator,unknown,,,DrugBank,drugbank_id,DB14517
DB14517,BE0000530,carrier,inhibitor,unknown,,,DrugBank,drugbank_id,DB14517
DB14520,BE0008725,target,,unknown,,,DrugBank,drugbank_id,DB14520
DB14520,BE0001379,target,binder,unknown,,,DrugBank,drugbank_id,DB14520
DB14520,BE0009859,enzyme,substrate,unknown,,,DrugBank,drugbank_id,DB14520
DB14520,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14520
DB14520,BE0001155,carrier,antagonist,yes,,,DrugBank,drugbank_id,DB14520
DB14520,BE0002109,carrier,chaperone,no,,,DrugBank,drugbank_id,DB14520
DB14520,BE0008685,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14520
DB14520,BE0009856,transporter,substrate,unknown,,,DrugBank,drugbank_id,DB14520
DB14526,BE0001173,target,substrate,unknown,,,DrugBank,drugbank_id,DB14526
DB14526,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14526
DB14527,BE0001173,target,substrate,unknown,,,DrugBank,drugbank_id,DB14527
DB14527,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14527
DB14528,BE0001173,target,substrate,unknown,,,DrugBank,drugbank_id,DB14528
DB14528,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14528
DB14529,BE0001173,target,substrate,unknown,,,DrugBank,drugbank_id,DB14529
DB14529,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14529
DB14530,BE0001173,target,substrate,unknown,,,DrugBank,drugbank_id,DB14530
DB14530,BE0000510,carrier,binder,unknown,,,DrugBank,drugbank_id,DB14530
DB14533,BE0005831,target,activator,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001145,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001683,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004528,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005807,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000720,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003106,target,substrate,no,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002467,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0008980,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005844,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004590,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003844,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004542,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000123,target,agonist,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000125,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004779,target,substrate,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005815,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002365,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003523,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0008954,target,blocker,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005833,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002390,target,inducer,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001608,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005834,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000433,target,ligand,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001003,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003491,target,modulator,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005835,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000187,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0008955,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0008993,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000058,target,inhibitor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0008994,target,cofactor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003602,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003380,target,inducer,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005770,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004778,target,disruptor,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000910,target,binder,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009048,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003449,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0005852,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001119,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009069,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002095,target,binder,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002096,target,binder,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0002093,target,activator,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001529,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003455,target,binder,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0004686,target,binder,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009050,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009070,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0000855,target,binder,yes,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009071,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009053,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009055,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0001140,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003503,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0003504,target,,unknown,,,DrugBank,drugbank_id,DB14533
DB14533,BE0009073,target,,unknown,,,DrugBank,drugbank_id,DB14533
