drugbank_id,name,type,cas_number,unii,atc_codes,groups,indication,mechanism_of_action,smiles,inchi_key,molecular_weight,logp,pubchem_cid,chembl_id,kegg_id
DB12174,CUDC-101,small molecule,1012054-59-9,1A7Y9MP123,,investigational,,,COC1=C(OCCCCCCC(=O)NO)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1,PLIVFNIUGLLCEK-UHFFFAOYSA-N,434.496,3.82,24756910,CHEMBL598797,
DB12177,Eplivanserin,small molecule,130579-75-8,3CO94WO6DJ,,investigational,,,CN(C)CCO\N=C(\C=C\C1=CC=C(O)C=C1)/C1=CC=CC=C1F,VAIOZOCLKVMIMN-PRJWTAEASA-N,328.387,3.98,5486684,CHEMBL257704,
DB12182,Binetrakin,biotech,207137-56-2,751635Z921,,investigational,,,,,,,,,
DB12184,Gepirone,small molecule,83928-76-1,JW5Y7B8Z18,N06AX19,approved,Gepirone is indicated for the treatment of major depressive disorder (MDD) in adults.[L48295],"The mechanism of the antidepressant effect of gepirone is not fully understood but is thought to be related to its modulation of serotonergic activity in the CNS through selective agonist activity at 5HT<sub>1a</sub> receptors.[L48295] Particularly, gepirone",CC1(C)CC(=O)N(CCCCN2CCN(CC2)C2=NC=CC=N2)C(=O)C1,QOIGKGMMAGJZNZ-UHFFFAOYSA-N,359.474,1.35,55191,CHEMBL284092,
DB12185,Exatecan,small molecule,171335-80-1,OC71PP0F89,,investigational,,,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=C(F)C(C)=C4CC[C@H](N)C3=C14)C2=O,ZVYVPGLRVWUPMP-FYSMJZIKSA-N,435.455,1.55,151115,CHEMBL1614650,
DB12189,Etrolizumab,biotech,1044758-60-2,I2A72G2V3J,,investigational,,"Inflammatory bowel disease (IBD), including ulcerative colitis and Crohn's disease, is characterized by chronic inflammation of the gastrointestinal tract. This inflammation is driven, at least in part, by excessive infiltration and retention of intestinal-homing lymphocytes.[A244564, A244569, A244579, A244584] An adhesion cascade drives the infiltration of immune cells. The binding of immune cell glycoproteins to their corresponding epithelial cell selectins results in partial retention and the ""rolling"" of immune cells along the endothelium. A stable arrest is mediated by stronger interactions between immune cell integrins and cell adhesion molecules (CAMs) on the endothelial cell; once arrested, immune cells will extravasate and enter the target tissue.[A244574, A244579] Tissue retention is mediated by similar interactions between cell-surface molecules within the target tissue, which impedes immune cells' re-entry into the systemic circulation.[A244564]

Integrins are heterodimer",,,,,,,
DB12193,Lenabasum,small molecule,137945-48-3,OGN7X90BT8,,investigational,,,[H][C@@]12CC(=CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC)C(O)=O,YCHYFHOSGQABSW-RTBURBONSA-N,400.5509,6.61,3083542,CHEMBL456341,
DB12194,Atamestane,small molecule,96301-34-7,62GA3K28B6,,investigational,,,CC1=CC(=O)C=C2CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]3[C@@]12C,PEPMWUSGRKINHX-TXTPUJOMSA-N,298.426,4.17,57050,CHEMBL2105987,
DB12202,Zalutumumab,biotech,667901-13-5,DA709Q5020,,investigational,,,,,,,,CHEMBL2107861,D10031
DB12205,Ganitumab,biotech,905703-97-1,CK1441RCZ8,,investigational,,,,,,,,,
DB12208,Iron isomaltoside 1000,small molecule,1370654-58-2,3M6325NY1R,,approved|investigational|withdrawn,,,,,,,,,
DB12212,Landiolol,small molecule,133242-30-5,62NWQ924LH,C07AB14,approved|investigational,"Landiolol is indicated for the short-term reduction of ventricular rate in adults with supraventricular tachycardia including atrial fibrillation and atrial flutter. It is not intended for chronic use.[L51933,L51938]","Beta (β)-1 adrenoceptors are predominantly found in the myocardium, to which endogenous catecholamines, epinephrine and norepinephrine, bind.[A264733] These receptors activate intracellular molecules and signalling pathways, such as the stimulatory G protein (Gs) and cyclic AMP.[A264733]

Landiolol is a selective beta-1 adrenoreceptor antagonist [A264733,A264753] that inhibits the positive chronotropic effects of the catecholamines.[L51933] Landiolol reduces the sympathetic drive, resulting in the reduction of heart rate, decreasing the spontaneous firing of ectopic pacemakers, while slowing the conduction and increasing the refractory period of the atrioventricular node.[L51938]",CC1(C)OC[C@@H](COC(=O)CCC2=CC=C(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)C=C2)O1,WMDSZGFJQKSLLH-RBBKRZOGSA-N,509.6,0.35,114905,CHEMBL1742466,
DB12213,Etaracizumab,biotech,892553-42-3,41W9MFI160,,investigational,,,,,,,,,
DB12214,Luseogliflozin,small molecule,898537-18-3,C596HWF74Z,A10BK07,investigational,,,CCOC1=CC=C(CC2=CC([C@@H]3S[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C(OC)C=C2C)C=C1,WHSOLWOTCHFFBK-ZQGJOIPISA-N,434.55,2.28,11988953,CHEMBL1093423,
DB12216,Bergapten,small molecule,484-20-8,4FVK84C92X,D05BA03,investigational,,,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,BGEBZHIAGXMEMV-UHFFFAOYSA-N,216.192,1.78,2355,CHEMBL24171,C01557
DB12218,Capivasertib,small molecule,1143532-39-1,WFR23M21IE,L01EX27,approved|investigational,"Capivasertib, in combination with fulvestrant, is indicated for the treatment of adult patients with hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, locally advanced or metastatic breast cancer with one or more PIK3CA/AKT1/PTEN-alteration as detected by an FDA-approved test following progression on at least one endocrine-based regimen in the metastatic setting or recurrence on or within 12 months of completing adjuvant therapy.[L48691]","Capivasertib is an inhibitor of all 3 isoforms of serine/threonine kinase AKT (AKT1, AKT2, and AKT3) and inhibits phosphorylation of downstream AKT substrates. AKT activation in tumors is a result of activation of upstream signaling pathways, mutations in AKT1, loss of phosphatase and tensin homolog (PTEN) function, and mutations in the catalytic subunit alpha of phosphatidylinositol 3-kinase (PIK3CA).[L48691]",NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)N[C@@H](CCO)C1=CC=C(Cl)C=C1,JDUBGYFRJFOXQC-KRWDZBQOSA-N,428.915,1.31,25227436,CHEMBL2325741,
DB12221,Canrenone,small molecule,976-71-6,78O20X9J0U,C03DA03,investigational,,,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@]12C,UJVLDDZCTMKXJK-WNHSNXHDSA-N,340.4559,3.6,13789,CHEMBL1463345,
DB12222,Lurtotecan,small molecule,149882-10-0,4J1L80T08I,,investigational,,,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=C4OCCOC4=CC1=C3CN1CCN(C)CC1)C2=O,RVFGKBWWUQOIOU-NDEPHWFRSA-N,518.57,0.52,60956,CHEMBL305666,
DB12229,Cerlapirdine,small molecule,925448-93-7,EK40PJ0V49,,investigational,,,CN(C)CCCOC1=CC=C2NN=C(C2=C1)S(=O)(=O)C1=C2C=CC=CC2=CC=C1,NXQGEDVQXVTCDA-UHFFFAOYSA-N,409.5,3.49,16071605,CHEMBL2103880,
DB12230,Bunazosin,small molecule,80755-51-7,9UUW4V7G2H,,investigational,,,CCCC(=O)N1CCCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=N1,RHLJLALHBZGAFM-UHFFFAOYSA-N,373.457,1.94,2472,CHEMBL188185,
DB12231,Temefos,small molecule,3383-96-8,ONP3ME32DL,,investigational,,,COP(=S)(OC)OC1=CC=C(SC2=CC=C(OP(=S)(OC)OC)C=C2)C=C1,WWJZWCUNLNYYAU-UHFFFAOYSA-N,466.46,5.54,5392,CHEMBL1355821,C18809
DB12232,Alpha-galactosylceramide,small molecule,158021-47-7,WX671898JF,,investigational,,,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,VQFKFAKEUMHBLV-BYSUZVQFSA-N,858.3224,12.67,2826713,CHEMBL384200,
DB12235,Estetrol,small molecule,15183-37-6,ENB39R14VF,G03AA18,approved|investigational,Estetrol is indicated in combination with drospirenone for the prevention of pregnancy.[L33174],"Estetrol is a synthetic analogue of a naturally occurring estrogen present during pregnancy, demonstrating selectivity for both estrogen receptor-α (ER-α) and ER-β and suppressing ovulation.[L33174] Estetrol binds with a low to moderate affinity human estrogen receptor alpha (ER alpha) and ER beta with a preference for ER alpha.[A233684]   Estetrol demonstrates a unique mechanism of action via tissue selective activity, showing estrogen receptor agonist activity on the vagina, the uterus and the endometrium, and negative estrogenic activity on breast tissue.[A233739,L33209]",[H][C@@]12[C@@H](O)[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],AJIPIJNNOJSSQC-NYLIRDPKSA-N,304.3808,1.67,27125,CHEMBL1230314,
DB12236,Bexagliflozin,small molecule,1118567-05-7,EY00JF42FV,A10BK08,approved|investigational,Bexagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.[L44758],"Bexagliflozin is a highly selective sodium–glucose co-transporter 2 (SGLT2) inhibitor. SGLT2 is located in the proximal renal tubule, a part of the kidney where most reabsorption takes place, and they transport glucose and sodium from the tubular lumen to the epithelium. By inhibiting SGLT2, bexagliflozin reduces glucose reabsorption in the kidney and promotes its excretion in urine. Therefore, in patients with type 2 diabetes mellitus (T2DM), bexagliflozin reduces blood glucose levels independently of insulin sensitivity.[A256423,L44758]

Aside from improving glycemic control, bexagliflozin may also reduce body weight, systolic blood pressure, and albuminuria.[A256433] The mechanism of action for these other effects have not been fully elucidated, but it is possible that they depend on the initial natriuresis caused by bexagliflozin, followed by a change in tissue sodium handling.[A256423]",OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(Cl)C(CC2=CC=C(OCCOC3CC3)C=C2)=C1,BTCRKOKVYTVOLU-SJSRKZJXSA-N,464.94,2.17,25195624,CHEMBL1808388,
DB12240,Polatuzumab vedotin,biotech,1313206-42-6,KG6VO684Z6,L01FX14,approved|investigational,"Polatuzumab vedotin is used in combination with [bendamustine] and [rituximab] to treat adult patients with relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified, after at least two prior therapies.[L6658] In Canada, this indication is approved for patients who are not eligible for autologous stem cell transplant and have received at least one prior therapy.[L44141]

Polatuzumab vedotin is also used in combination with [rituximab], [cyclophosphamide], [doxorubicin], and [prednisone] (R-CHP) to treat adult patients with previously untreated large B-cell lymphoma (LBCL), including diffuse large B-cell lymphoma (DLBCL) not otherwise specified (NOS), high-grade B-cell lymphoma,[L44141, L46013] Epstein-Barr virus-positive (EBV+) DLBCL NOS, and T-cell/histiocyte rich LBCL.[L44141]","Polatuzumab vedotin is an antibody-drug conjugate consisting of a CD79b-directed antibody, a microtubule-disrupting agent called monomethyl auristatin E (MMAE), and a cleavable linker that holds the components together.[L6658] CD79 is a heterodimer composed of CD79a and CD79b. Responsible for signal transduction, CD79 forms a complex with the B cell receptor (BCR) and is almost exclusively expressed on B cells, including malignant B cells.[A254936,A254951] Most importantly, CD79b gained increasing attention as a promising therapeutic target as it plays an essential role in BCR expression, transport, and functions such as B cell proliferation and differentiation.[A254951]

Once the antibody component binds to CD79b, polatuzumab vedotin is internalized, and lysosomal proteases cleave the linker to release MMAE in the cell. MMAE is a microtubule-disrupting anti-mitotic agent that exerts cytotoxic effects against malignant B cells. It binds to microtubules, inhibits mitosis by interferin",,,,,,,
DB12245,Triclabendazole,small molecule,68786-66-3,4784C8E03O,P02BX04,approved|investigational,"This drug is indicated for the treatment of fascioliasis in patients aged 6 years old and above.[FDA label,L5452]","Triclabendazole is an anthelmintic agent against _Fasciola_ species.[FDA label]

The mechanism of action against Fasciola species is not fully understood at this time. In vitro studies and animal studies suggest that triclabendazole and its active metabolites (_sulfoxide_ and _sulfone_) are absorbed by the outer body covering of the immature and mature worms, causing a reduction in the resting membrane potential, the inhibition of tubulin function as well as protein and enzyme synthesis necessary for survival. These metabolic disturbances lead to an inhibition of motility, disruption of the worm outer surface, in addition to the inhibition of spermatogenesis and egg/embryonic cells.[FDA label]

**A note on resistance**

In vitro studies, in vivo studies, as well as case reports suggest a possibility for the development of resistance to triclabendazole.
The mechanism of resistance may be multifactorial and include changes in drug uptake/efflux mechanisms, target molecules, and ch",CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2,NQPDXQQQCQDHHW-UHFFFAOYSA-N,359.65,5.88,50248,CHEMBL1086440,D07364
DB12246,Inclacumab,biotech,1256258-86-2,A6734I702L,,investigational,,,,,,,,,
DB12248,Tulobuterol,small molecule,41570-61-0,591I9SU0F7,R03CC11|R03AC11,investigational,,,CC(C)(C)NCC(O)C1=CC=CC=C1Cl,YREYLAVBNPACJM-UHFFFAOYSA-N,227.73,2.56,5606,CHEMBL1159717,
DB12250,Cixutumumab,biotech,947687-12-9,2285XW22DR,,investigational,,"Cixutumumab is a fully human monoclonal antibody that specifically targets the type 1 human insulin-like growth factor receptor (IGF-IR). Tumors have receptors for the insulin-like growth factor-1 (IGF-I), and it is thought that the presence of these receptors cause tumors to grow. Cixutumumab attaches to the receptors and may inhibit the growth of cancer cells.",,,,,,,
DB12255,Vadadustat,small molecule,1000025-07-9,I60W9520VV,B03XA08,approved|investigational,"Vadadustat is indicated for the treatment of symptomatic anemia associated with chronic kidney disease (CKD) in adults on chronic maintenance dialysis.[L46936, L50366]","Hypoxia-inducible factors (HIFs) are transcription factors responsible for cellular survival under hypoxic conditions. They regulate a number of processes including angiogenesis, cell growth and differentiation, various metabolic processes, and erythropoiesis.[A244165] Under normoxic conditions, HIFs are degraded via hydroxylation by prolyl-hydroxylase dioxygenases.

Vadadustat is an inhibitor of HIF-prolyl-hydroxylases (HIF-PHI), that facilitates increased HIF activity in the absence of hypoxic conditions.[A244165,A260056] The increased levels of HIF prompted by vadadustat stimulate endogenous erythropoietin production, increasing iron mobilization and contributing to the gradual rise of hemoglobin levels and the correction of iron metabolism.[L46936] In patients with anemia of chronic kidney disease, in whom normal erythropoiesis is dysfunctional, this leads to the correction of anemia.",OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,JGRXMPYUTJLTKT-UHFFFAOYSA-N,306.7,2.2,23634441,CHEMBL3646221,
DB12257,Platinum,small molecule,7440-06-4,49DFR088MY,,investigational,,,[Pt],BASFCYQUMIYNBI-UHFFFAOYSA-N,195.084,0.03,23939,,
DB12258,Abicipar Pegol,biotech,1327278-94-3,M55Q728KNA,S01LA07,investigational,,,,,,,,,
DB12261,Ascrinvacumab,biotech,1463459-96-2,716FQ5REVO,,investigational,,,,,,,,,
DB12265,Fexinidazole,small molecule,59729-37-2,306ERL82IR,P01CA03,approved,"Fexinidazole is a nitroimidazole indicated for the treatment of both first-stage (hemolymphatic) and second-stage (meningoencephalitic) _Trypanosoma brucei gambiense_ human African trypanosomiasis (HAT) in patients 6 years of age and older weighing at least 20 kg.[L35940]

Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/μL), fexinidazole should only be used in these patients if there are no other available treatment options.[L35940]","Human African trypanosomiasis (HAT) is caused by two subspecies of _Trypanosoma brucei_, _T. brucei gambiense_ and _T. brucei rhodesiense_, with _T. brucei gambiense_ HAT accounting for ~97% of the total disease burden. Transmitted by the bite of an infected tsetse fly, HAT begins as a local infection at the bite site before disseminating throughout the blood and reticuloendothelial system (first or hemolymphatic stage) and eventually crossing the blood-brain barrier (second or meningoencephalitic stage). First stage _T. brucei gambiense_ HAT is characterized by fever, headache, swollen lymph nodes, pruritus, and other non-specific symptoms. Progression to the second stage results in progressive deterioration of neurological function, including sleep disturbances (HAT is also referred to as sleeping sickness), tremors, ataxia, abnormal behaviour, confusion, and coma; myocarditis and endocrine hypothalamic-hypophyseal dysfunction may also be present. If left untreated, HAT is fatal.[A23",CSC1=CC=C(OCC2=NC=C(N2C)[N+]([O-])=O)C=C1,MIWWSGDADVMLTG-UHFFFAOYSA-N,279.31,2.38,68792,CHEMBL1631694,
DB12266,Epofolate,small molecule,958646-17-8,Q3XAW4B1DP,,investigational,,,[H][C@]1(C)CCC[C@@H]2[C@H](C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1)N2CCOC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(O)=O)NC(=O)CC[C@H](NC(=O)C1=CC=C(NCC2=CN=C3N=C(N)NC(=O)C3=N2)C=C1)C(O)=O)C(O)=O,TURJYGRXEJIBGT-OCOMGVANSA-N,1569.74,-5.3,,,
DB12267,Brigatinib,small molecule,1197953-54-0,HYW8DB273J,L01ED04,approved|investigational,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[","Brigitanib acts as a tyrosine kinase inhibitor with activity against multiple kinases including ALK, ROS1, insulin-like growth factor 1 receptor and against EGFR deletions and point mutations. It acts by inhibiting ALK phosphorylation and the activation of downstream signaling proteins.[A31319]",COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,AILRADAXUVEEIR-UHFFFAOYSA-N,584.1,3.66,68165256,CHEMBL3545311,
DB12268,Carmegliptin,small molecule,813452-18-5,9Z723VGH7J,,investigational,,,[H][C@@]1(CF)CN(C(=O)C1)[C@@]1([H])CN2CCC3=CC(OC)=C(OC)C=C3[C@]2([H])C[C@]1([H])N,GUYMHFIHHOEFOA-ZCPGHIKRSA-N,377.453,0.24,11417567,CHEMBL591118,
DB12273,Ecopipam,small molecule,112108-01-7,0X748O646K,,investigational,,,[H][C@]12CCC3=CC=CC=C3[C@]1([H])C1=CC(O)=C(Cl)C=C1CCN2C,DMJWENQHWZZWDF-PKOBYXMFSA-N,313.83,4.07,107930,CHEMBL298406,
DB12274,Aducanumab,biotech,1384260-65-4,105J35OE21,N06DX03,approved|investigational,"Aducanumab is indicated for the treatment of Alzheimer’s disease. Treatment should be initiated in patients with mild cognitive impairment or mild dementia stage of disease, the population in which treatment was initiated in clinical trials. There are no safety or effectiveness data on initiating treatment at earlier or later stages of the disease than were studied.[L45146]","Alzheimer's disease is a neurodegenerative disease.[A235668] Part of the pathology of Alzheimer's disease is the presence of plaques forming extracellularly in the brain.[A235668] These plaques are mostly composed of amyloid-β, a peptide of varying length formed by the cleavage of the amyloid precursor protein.[A235668] The ""amyloid cascade hypothesis"" suggests that the accumulation of amyloid-β oligopeptides in the brain drives the pathogenesis of Alzheimer's disease.[A235730]

Aducanumab is a monoclonal IgG1 antibody that binds to amyloid-β at amino acids 3-7.[A235668,L34393] The amyloid-β residues Phe4, His6, Glu3, and Arg5 are responsible for the majority of the contact between amyloid-β and aducanumab's Fab region.[A235668] Data from studies in mice and humans shows aducanumab treatment reduces amyloid-β, however human trials show non-significant changes in amyloid-β40 and amyloid-β42 across a dose range of 0.3-30 mg/kg and an increase in amyloid-β40 and amyloid-β42 at 60 mg/kg.",,,,,,,
DB12278,Propiverine,small molecule,60569-19-9,468GE2241L,G04BD06,approved|investigational,Indicated for symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency in patients with overactive bladder (OAB) [L2315].  Propiverine may also be used in patients with neurogenic bladder as a result of spinal cord injury [A32581].,"Propiverine demonstrates both anticholinergic and calcium-modulating properties. The efferent connection of the pelvic nerve is inhibited due to the anticholinergic action exerted by this drug, leading to relaxation of bladder smooth muscle. Propiverine blocks calcium ion influx and modulates the intracellular calcium in urinary bladder smooth muscle cells, resulting in the inhibition of muscle spasm [L2315].  The bladder contains several muscarinic receptors. Acetylcholine is the main contractile neurotransmitter in the human bladder detrusor muscle, and antimuscarinics such as propiverine exert their effects by competitively inhibiting the binding of acetylcholine at muscarinic receptors on detrusor smooth muscle cells and other structures within the bladder wall [L2332]. In one study, After oral treatment with propiverine, the bladder showed the highest concentration of M-2, indicating a targeted distribution of this metabolite into the bladder. Therefore, muscarinic receptor-2 may ",CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,QPCVHQBVMYCJOM-UHFFFAOYSA-N,367.4813,4.25,4942,CHEMBL1078261,D08441
DB12279,OBP-801,small molecule,328548-11-4,30Q3VS5HZ4,,investigational,,,CC(C)[C@H]1NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C)C(=O)N2)OC(=O)C[C@@H]1O,XFLBOEMFLGLWFF-HDXRNPEWSA-N,473.6,-0.16,11178958,CHEMBL3126832,
DB12282,Defactinib,small molecule,1073154-85-4,53O87HA2QU,,approved|investigational,Defactinib is indicated in combination with [avutometinib] for the treatment of adult patients with KRAS-mutated recurrent low-grade serous ovarian cancer (LGSOC) who have received prior systemic therapy.[L53198],"The tyrosine kinase FAK, a signal transducer for integrins, is normally activated by binding to integrins in the extracellular matrix but may be upregulated and constitutively activated in various tumor cell types.[L53208] The upregulation of FAK is a key resistance mechanism in the context of therapies that target the RAS/RAF/MEK/ERK (MAPK) pathway.[L53198,A273943]

Defactinib is an inhibitor of FAK used alongside [avutometinib], a RAF/MEK1 inhibitor.[L53198] It prevents the integrin-mediated activation of several downstream signal transduction pathways, including those involving RAS/MEK/ERK and PI3K/Akt, thus inhibiting tumor cell migration, proliferation, survival, and tumor angiogenesis.[L53208]",CNC(=O)C1=CC=C(NC2=NC=C(C(NCC3=C(N=CC=N3)N(C)S(C)(=O)=O)=N2)C(F)(F)F)C=C1,FWLMVFUGMHIOAA-UHFFFAOYSA-N,510.5,0.75,25117126,CHEMBL3137331,
DB12286,Simendan,small molecule,131741-08-7,349552KRHK,,experimental,,,CC1CC(O)=NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,WHXMKTBCFHIYNQ-UHFFFAOYSA-N,280.291,2.58,60867,CHEMBL313136,
DB12289,Darexaban,small molecule,365462-23-3,KF322K101S,,investigational,,,COC1=CC=C(C=C1)C(=O)NC1=C(NC(=O)C2=CC=C(C=C2)N2CCCN(C)CC2)C(O)=CC=C1,IJNIQYINMSGIPS-UHFFFAOYSA-N,474.561,2.96,9912771,CHEMBL1922235,
DB12290,Puerarin,small molecule,3681-99-0,Z9W8997416,,investigational,,,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=C(O)C=CC2=C1OC=C(C2=O)C1=CC=C(O)C=C1,HKEAFJYKMMKDOR-VPRICQMDSA-N,416.3781,-0.027,5281807,CHEMBL486386,C10524
DB12296,GS-5745,biotech,1518996-49-0,,,investigational,,,,,,,,,
DB12301,Doravirine,small molecule,1338225-97-0,913P6LK81M,J05AR24|J05AG06,approved|investigational,"Doravirine is indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adult patients with no prior antiretroviral treatment history.[L12729] It is also indicated to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and no known substitutions associated with resistance to doravirine.[L12729]","Doravirine is a pyridinone non-nucleoside reverse transcriptase inhibitor of HIV-1.[L12729,A38823,A38824] Reverse transcriptase is the enzyme with which HIV generates complementary DNA (cDNA) to its RNA genome - this cDNA is then inserted into the host cell genome, where it can be transcribed into viral RNA for the purposes of replication.[A38825] Doravirine inhibits HIV-1 replication by non-competitively inhibiting HIV-1 reverse transcriptase.[L12729] Doravirine does not, however, inhibit the human cellular DNA polymerases α, ß, and mitochondrial DNA polymerase γ.[L12729]",CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,ZIAOVIPSKUPPQW-UHFFFAOYSA-N,425.749,2.23,58460047,CHEMBL2364608,
DB12308,Eltanolone,small molecule,128-20-1,BXO86P3XXW,,experimental,,,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C,AURFZBICLPNKBZ-YZRLXODZSA-N,318.501,3.99,31402,CHEMBL210952,
DB12313,Dopexamine,small molecule,86197-47-9,398E7Z7JB5,C01CA14,approved|withdrawn,,,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,RYBJORHCUPVNMB-UHFFFAOYSA-N,356.5017,2.98,55483,CHEMBL77622,
DB12314,Chlorproguanil,small molecule,537-21-3,8O3249M729,,investigational,,,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C(Cl)=C1,ISZNZKHCRKXXAU-UHFFFAOYSA-N,288.18,2.99,9571037,CHEMBL1213553,
DB12317,Vanucizumab,biotech,1448221-05-3,B800Z06O8K,,investigational,,,,,,,,,
DB12319,Benzbromarone,small molecule,3562-84-3,4POG0RL69O,M04AB03,approved|withdrawn,,,CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,WHQCHUCQKNIQEC-UHFFFAOYSA-N,424.083,5.55,2333,CHEMBL388590,D01056
DB12321,Ifetroban,small molecule,143443-90-7,E833KT807K,,investigational,,,CCCCCNC(=O)C1=COC(=N1)[C@@H]1[C@H]2CC[C@H](O2)[C@@H]1CC1=CC=CC=C1CCC(O)=O,BBPRUNPUJIUXSE-DXKRWKNPSA-N,440.54,3.95,3037233,CHEMBL3301673,
DB12327,Salvinorin A,small molecule,83729-01-5,T56W91NG6J,,investigational,,,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)C1=COC=C1,OBSYBRPAKCASQB-AGQYDFLVSA-N,432.469,2.39,128563,CHEMBL445332,
DB12329,Eravacycline,small molecule,1207283-85-9,07896928ZC,J01AA13|J01AA20,approved|investigational,Eravacycline is a tetracycline class antibacterial indicated for the treatment of complicated intra-abdominal infections in patients 18 years of age and older [FDA label].,"Eravacycline is a fluorocycline antibacterial of the tetracycline class of antibacterial drugs. Eravacycline disrupts bacterial protein synthesis by binding to the 30S ribosomal subunit, preventing the incorporation of amino acid residues into elongating peptide chains. In general, eravacycline is bacteriostatic against gram-positive bacteria (e.g., Staphylococcus aureus and Enterococcus faecalis); however, in vitro bactericidal activity has been shown against certain strains of Escherichia coli and Klebsiella pneumoniae [FDA label].",[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,HLFSMUUOKPBTSM-ISIOAQNYSA-N,558.563,-3.5,54726192,CHEMBL1951095,
DB12331,Labetuzumab govitecan,biotech,1469876-18-3,8E3HI6QQ9J,,investigational,,,,,,,91668184,,
