name,mesh_id,source
Clofibric Acid,D002995,DrugBank
Fibric Acids,D058607,DrugBank
Isobutyrates,D058610,DrugBank
"Adenosine, antagonists & inhibitors",,DrugBank
"Antiarrhythmics, Class V",,DrugBank
Purinergic Agonists,D058913,DrugBank
Purinergic P1 Receptor Agonists,D058906,DrugBank
Cytochrome P-450 CYP2B6 Inhibitors (weak),,DrugBank
Ionophores,D007476,DrugBank
Polyene Antifungal,,DrugBank
Adrenal Cytotoxic Agents,,DrugBank
"Hydrocarbons, Chlorinated",D006843,DrugBank
Folate Analog,,DrugBank
Formyltetrahydrofolates,D005575,DrugBank
Tetrahydrofolates,D013763,DrugBank
Benzomorphan Derivatives,,DrugBank
Benzomorphans,D001575,DrugBank
Partial Opioid Agonist/Antagonist,,DrugBank
Electrolyte Solutions,,DrugBank
I.V. Solution Additives,,DrugBank
"Laxatives, magnesium containing",,DrugBank
Magnesium Compounds,D017616,DrugBank
Magnesium Salts,,DrugBank
Replacement Preparations,,DrugBank
Sulfates,D013431,DrugBank
Sulfuric Acids,D013464,DrugBank
Tests for Bile Duct Patency,,DrugBank
Ophthalmic Solutions,D009883,DrugBank
Pharmaceutical Preparations,D004364,DrugBank
Pharmaceutical Solutions,D019999,DrugBank
Solutions,D012996,DrugBank
17-Ketosteroids,D015068,DrugBank
Estranes,D004962,DrugBank
Estrenes,D004963,DrugBank
Ketosteroids,D007664,DrugBank
"Antidepressive Agents, Triazolopyridine",,DrugBank
Pyridones,D011728,DrugBank
Serotonin antagonist and reuptake inhibitors (SARIs),,DrugBank
"Antiadrenergic Agents, Ganglion-Blocking",,DrugBank
Autonomic Ganglionic Blocker,,DrugBank
Bridged-Ring Compounds,D001952,DrugBank
Decreased Autonomic Ganglionic Activity,,DrugBank
Norbornanes,D009636,DrugBank
Secondary and Tertiary Amines,,DrugBank
Phosphate Chelating Activity,,DrugBank
Polystyrene Sulfonates,,DrugBank
Alcohol Deterrents,D000427,DrugBank
Drugs Used in Alcohol Dependence,,DrugBank
Phenylalkylamine Derivatives,,DrugBank
Verapamil and analogues,,DrugBank
Emesis Suppression,,DrugBank
Long-Acting Antibacterial Sulfonamides,,DrugBank
Dental Agents,,DrugBank
Local Hemostatics,,DrugBank
Tryptamines,D014363,DrugBank
Aprepitant and Prodrugs,,DrugBank
Neurokinin 1 Antagonists,,DrugBank
Neurokinin-1 Receptor Antagonists,D064729,DrugBank
Substance P/Neurokinin-1 Receptor Antagonist,,DrugBank
Amaryllidaceae Alkaloids,D047151,DrugBank
Organofluorophosphonates,D063066,DrugBank
Biphenyl Compounds,D001713,DrugBank
Phenothiazines With Piperidine Structure,,DrugBank
"Antiarrhythmics, Class Ic",,DrugBank
Biomimetic Materials,D040761,DrugBank
Lipid-based Polyene Antifungal,,DrugBank
Liposomes,D008081,DrugBank
"Membranes, Artificial",D008567,DrugBank
Rodenticides,D012378,DrugBank
Vitamin K Inhibitors,,DrugBank
Nebramycin,D009328,DrugBank
Antivaricose Therapy,,DrugBank
Heparinoids,D006496,DrugBank
11-Hydroxycorticosteroids,D015062,DrugBank
17-Hydroxycorticosteroids,D015065,DrugBank
Hydroxycorticosteroids,D006889,DrugBank
Mineralocorticoids,D008901,DrugBank
Antimetabolite Immunosuppressant,,DrugBank
"IMP Dehydrogenase, antagonists & inhibitors",,DrugBank
Mycophenolic Acid and Prodrugs,,DrugBank
Imidazoline Derivatives,,DrugBank
Non-selective Alfa-adrenergic Blocking Agents,,DrugBank
Colouring Agents,,DrugBank
Diagnostic Dye,,DrugBank
Fluoresceins,D005452,DrugBank
Fluorescent Dyes,D005456,DrugBank
Luminescent Agents,D049408,DrugBank
Ocular Disorders,,DrugBank
High-Ceiling Diuretics and Potassium-Sparing Agents,,DrugBank
Nitrofuran Antibacterial,,DrugBank
Nitrofuran Derivatives,,DrugBank
Amprenavir and Prodrugs,C095108,DrugBank
Opiate Antagonists,,DrugBank
Hematoporphyrin Derivative,D017324,DrugBank
Hematoporphyrins,D006415,DrugBank
Sensitizers Used in Photodynamic/radiation Therapy,,DrugBank
Fentanyl and fentanyl analogues,D005283,DrugBank
Opioid Anesthetics,,DrugBank
"Opioids, Anilidopiperidine",,DrugBank
Aporphines,D001060,DrugBank
Emetics,D004639,DrugBank
"Antiallergic Agents, Excl. Corticosteroids",,DrugBank
Decreased Histamine Release,,DrugBank
Mast Cell Stabilizers,D000082142,DrugBank
Anti-Gonadotropin-Releasing Hormones,,DrugBank
Estren Derivatives,,DrugBank
Esters of Aminobenzoic Acid,,DrugBank
Local Anesthetics (Ester),,DrugBank
Immune Response Modifiers,,DrugBank
Increased Cytokine Activity,,DrugBank
Increased Cytokine Production,,DrugBank
Interferon Inducers,D007369,DrugBank
Toll-Like Receptor Agonists,D000097912,DrugBank
"Belladonna Alkaloids, Semisynthetic, Quaternary Ammonium Compounds",,DrugBank
Explosive Agents,D053834,DrugBank
Nitrate Vasodilator,,DrugBank
Organic Nitrates,,DrugBank
Vasodilators Used in Cardiac Diseases,,DrugBank
Glinide,,DrugBank
Miscellaneous Skeletal Muscle Relaxants,,DrugBank
Cholinesterase Reactivators,D002801,DrugBank
Enzyme Reactivators,D004793,DrugBank
Agents Against Leishmaniasis and Trypanosomiasis,,DrugBank
Benzamidines,D001550,DrugBank
Miscellaneous Antiprotozoals,,DrugBank
Trypanocidal Agents,D014344,DrugBank
"Corticosteroids, Weak (Group I)",,DrugBank
Hydrocortisone and derivatives,D006854,DrugBank
"Diuretics, Osmotic",D004234,DrugBank
Expectorants,D005100,DrugBank
i.v. Solutions,,DrugBank
Kidney Function,,DrugBank
Solutions Producing Osmotic Diuresis,,DrugBank
Gadolinium-based Contrast Agent,,DrugBank
Decreased Leukotriene Production,,DrugBank
Sympathomimetic-like Agent,,DrugBank
Wakefulness-Promoting Agents,D064690,DrugBank
Heavy Metal Antagonists,,DrugBank
Hydroxamic Acids,D006877,DrugBank
Iron Chelating Activity,,DrugBank
Iron Chelating Agents,D007502,DrugBank
Siderophores,D017262,DrugBank
Indoleacetic Acids,D007210,DrugBank
Histamine H1 Inhibitors,,DrugBank
"Monoamine Oxidase Inhibitors, Non-Selective",,DrugBank
Cell Stimulants and Proliferants,,DrugBank
Keratolytic Agents,D007641,DrugBank
Retinoids for Topical Use in Acne,,DrugBank
P2Y12 Platelet Inhibitor,,DrugBank
"Tetracycline, antagonists & inhibitors",,DrugBank
Thienamycins,D013845,DrugBank
Chlorides,D002712,DrugBank
Hemodialysis Solution,,DrugBank
Potassium Compounds,D017680,DrugBank
Potassium Salt,,DrugBank
Topoisomerase 1 (TOP1) inhibitors,,DrugBank
Topoisomerase I Inhibitors,D059004,DrugBank
Catecholamine Synthesis Inhibitor,,DrugBank
Methyltyrosines,D008781,DrugBank
Tyrosine Hydroxylase Inhibitors,,DrugBank
beta-Lactamase Inhibitors,D065093,DrugBank
"Fatty Acids, Monounsaturated",D005229,DrugBank
Genitourinary Arterial Vasodilation,,DrugBank
Miscellaneous Vasodilatating Agents,,DrugBank
Prostaglandin E1 Agonist,,DrugBank
Prostaglandin Receptor Agonists,,DrugBank
Prostaglandins E,D011458,DrugBank
Venous Vasodilation,,DrugBank
Benzilates,D001561,DrugBank
Decreased Parasympathetic Acetylcholine Activity,,DrugBank
Digestive/GI System Activity Alteration,,DrugBank
GI Motility Alteration,,DrugBank
"Ectoparasiticides, Incl. Scabicides",,DrugBank
"Ectoparasiticides, Incl. Scabicides, Insecticides and Repellents",,DrugBank
Organophosphates,D010755,DrugBank
Organothiophosphates,D063086,DrugBank
Organothiophosphorus Compounds,D009946,DrugBank
Podophyllotoxin,D011034,DrugBank
Naphthyridines,D009287,DrugBank
Antiandrogens and Estrogens,,DrugBank
"Estradiol, agonists",,DrugBank
"Estrogens, agonists",,DrugBank
Fenamates,D054361,DrugBank
ortho-Aminobenzoates,D062367,DrugBank
Cevanes,D002595,DrugBank
Veratrum Alkaloids,D014704,DrugBank
Antiinflammatory Products for Vaginal Administration,,DrugBank
Naphthaleneacetic Acids,D009280,DrugBank
Alkanes,D000473,DrugBank
Butanes,D002073,DrugBank
Ethylenediamine Derivatives,,DrugBank
Substituted Ethylene Diamines,,DrugBank
Phenobarbital and similars,D010634,DrugBank
Gentamicins,D005839,DrugBank
Teratogens,D013723,DrugBank
Dopamine D1 Receptor Agonists,,DrugBank
Antimicrobial Cationic Peptides,D023181,DrugBank
Antimicrobial Peptides,D000089882,DrugBank
Polymyxins,D011113,DrugBank
Blood Viscosity Reducer,,DrugBank
Hematologic Activity Alteration,,DrugBank
Hemorrheologic Agents,,DrugBank
Purine Derivatives,,DrugBank
Radiation-Protective Agents,D011837,DrugBank
Hydroxybenzoate Ethers,D062425,DrugBank
Isomerism,D007536,DrugBank
Butylpyrazolidines,,DrugBank
Pyrazolones,D047069,DrugBank
Non-selective Beta-adrenergic Agonists,,DrugBank
Miscellaneous General Anesthetics,,DrugBank
Antiglaucoma Agents,D000089502,DrugBank
5-alpha Reductase Inhibitors,D058891,DrugBank
Carbolines,D002243,DrugBank
Acetyl Aldehyde Dehydrogenase Inhibitors,,DrugBank
Aldehyde Dehydrogenase Inhibitor,,DrugBank
Disulfides,D004220,DrugBank
Sulfides,D013440,DrugBank
Sulfur Containing Products,,DrugBank
Thiocarbamates,D013859,DrugBank
Basic Lotions and Liniments,,DrugBank
Herbs and Natural Products,,DrugBank
Other Analgesics,,DrugBank
Other Cold and Cough Preparations,,DrugBank
Polyene Antimicrobial,,DrugBank
"Abortifacient Agents, Steroidal",D000021,DrugBank
Luteolytic Agents,D008186,DrugBank
Menstruation-Inducing Agents,D008600,DrugBank
Progestational Hormone Receptor Antagonists,,DrugBank
Progesterone Receptor Modulators,,DrugBank
Progestin Antagonist,,DrugBank
Propylamine Derivatives,,DrugBank
Antidiarrheals,D000930,DrugBank
Antipropulsives,,DrugBank
Selective Beta 1-adrenergic Agonists,,DrugBank
Phenazines,D010619,DrugBank
Triazenes,D014226,DrugBank
Norepinephrine Releasing Agents,,DrugBank
Enkephalins,D004745,DrugBank
Levulinic Acids,D007982,DrugBank
Opioid Peptides,D018847,DrugBank
Optical Imaging Agent,,DrugBank
Porphyrin Precursor,,DrugBank
Allylamine Antifungal,,DrugBank
Allylamines,,DrugBank
Penicillamine and Similar Agents,,DrugBank
Specific Antirheumatic Agents,,DrugBank
"Sympathomimetics, Labour Repressants",,DrugBank
Decreased Tracheobronchial Stretch Receptor Activity,,DrugBank
Non-narcotic Antitussive,,DrugBank
"Intraocular Pressure, drug effects",,DrugBank
Antidiuretic Hormone Receptor Antagonists,D065092,DrugBank
Thioxanthene Derivatives,,DrugBank
Thioxanthenes,D013892,DrugBank
Mammalian target of rapamycin (mTOR) kinase inhibitors,,DrugBank
mTOR Inhibitor Immunosuppressant,,DrugBank
Sirolimus and Prodrugs,,DrugBank
Clomiphene,D002996,DrugBank
"Ovulation Stimulants, Synthetic",,DrugBank
Azepines,D001381,DrugBank
"Metalloendopeptidases, antagonists & inhibitors",,DrugBank
Thiepins,D013846,DrugBank
Vasopeptidase Inhibitors,D000075563,DrugBank
meta-Aminobenzoates,D062368,DrugBank
Irritants,D007509,DrugBank
Poisons,D011042,DrugBank
Indazoles,D007191,DrugBank
Bibenzyls,D001632,DrugBank
Dihydrostilbenoids,D000081014,DrugBank
Dextrans,D003911,DrugBank
Iron Preparations,,DrugBank
Parenteral Iron Replacement,,DrugBank
Homosteroids,D006718,DrugBank
Drug Hypersensitivity,D004342,DrugBank
Antiseptics and Disinfectants,,DrugBank
Cytochrome P-450 CYP2E1 Inducers (moderate),,DrugBank
Nerve Depressants,,DrugBank
Solvents,D012997,DrugBank
Aryloxyacetic Acid Derivatives,,DrugBank
Glycolates,D006016,DrugBank
Phenoxyacetates,D010642,DrugBank
Carbazoles,D002227,DrugBank
GABA Uptake Inhibitors,D058805,DrugBank
Nipecotic Acid and Derivatives,D009557,DrugBank
"Cocaine, antagonists & inhibitors",,DrugBank
Esters of Benzoic Acid,,DrugBank
Biopolymers,D001704,DrugBank
Plant Extracts,D010936,DrugBank
Plant Preparations,D028321,DrugBank
Nitroimidazole Antimicrobial,,DrugBank
Nitroimidazoles,D009593,DrugBank
Meglitinides,,DrugBank
Stereoisomerism,D013237,DrugBank
Adamantane Derivatives,,DrugBank
Adamantanes,,DrugBank
Influenza A M2 Protein Inhibitor,,DrugBank
M2 Protein Inhibitors,,DrugBank
"Dinoprostone, antagonists & inhibitors",,DrugBank
Migraine Disorders,D008881,DrugBank
Dioxanes,D004146,DrugBank
Antihistamine Drugs,,DrugBank
Other Antihistamines,,DrugBank
Oripavine Derivatives,,DrugBank
Hydrazones,D006835,DrugBank
Pyridazines,D011724,DrugBank
Allyl Compounds,D000498,DrugBank
Allylamine,D000499,DrugBank
Anthracenes,D000873,DrugBank
Sclerosing Solutions,D012597,DrugBank
Long-acting beta-adrenoceptor agonists,,DrugBank
Bis-Trimethylammonium Compounds,D008725,DrugBank
Estrogen Receptor Antagonists,D065171,DrugBank
Hydrazides,,DrugBank
gamma-Aminobutyric Acid A Receptor Agonist,,DrugBank
"Hydrocarbons, Brominated",D006842,DrugBank
Dihydroxyphenylalanine,D004295,DrugBank
Actinomycin,D003609,DrugBank
Actinomycines,,DrugBank
Azetines,D001385,DrugBank
Decreased Cholesterol Absorption,,DrugBank
Dietary Cholesterol Absorption Inhibitor,,DrugBank
Calcium Chelating Activity,,DrugBank
Calcium Chelating Agents,D065096,DrugBank
Decreased Coagulation Factor Activity,,DrugBank
Lead Chelating Activity,,DrugBank
Lead Chelator,,DrugBank
Ketolide Antibacterial,,DrugBank
Ketolides,D048628,DrugBank
BSEP/ABCB11 inducers,,DrugBank
"Estrogenic Steroids, Alkylated",D042782,DrugBank
Norpregnatrienes,D009651,DrugBank
Melatonin Receptor Agonists,,DrugBank
Anti-Acne Preparations for Systemic Use,,DrugBank
Retinoids for Treatment of Acne,,DrugBank
Nandrolone and esters,D009277,DrugBank
Antihidrotics,,DrugBank
"Dopamine, metabolism",,DrugBank
Sulfhydryl Compounds,D013438,DrugBank
Thionucleosides,D013872,DrugBank
Gold Compounds,D017612,DrugBank
Gold Preparations,,DrugBank
Organogold Compounds,D050607,DrugBank
Gabapentin and Prodrugs,D000077206,DrugBank
Ganciclovir and prodrug,,DrugBank
Antisickling Agents,D000986,DrugBank
Alkanesulfonates,D000476,DrugBank
Alkanesulfonic Acids,D017738,DrugBank
Butylene Glycols,D002072,DrugBank
Mesylates,D008698,DrugBank
Phenylammonium Compounds,D050338,DrugBank
Tests for Pituitary Function,,DrugBank
Calcimimetic Agents,D057966,DrugBank
Calcium-sensing Receptor Agonist,,DrugBank
Increased Calcium-sensing Receptor Sensitivity,,DrugBank
"Colitis, Ulcerative",D003093,DrugBank
Inflammatory Bowel Diseases,D015212,DrugBank
Bethanechol Compounds,D001626,DrugBank
Increased Prothrombin Activity,,DrugBank
Reversed Anticoagulation Activity,,DrugBank
Warfarin Reversal Agent,,DrugBank
Antiadrenal Preparations,,DrugBank
Anticorticosteroids,,DrugBank
Cytochrome P-450 CYP2A6 Inhibitors (moderate),,DrugBank
Ethyl Ethers,D005019,DrugBank
MATE 1 Substrates with a Narrow Therapeutic Index,,DrugBank
MATE 2 Substrates with a Narrow Therapeutic Index,,DrugBank
"Adjuvants, Pharmaceutic",D000277,DrugBank
Pharmaceutic Aids,D010592,DrugBank
Preparations Increasing Uric Acid Excretion,,DrugBank
Preparations With No Effect on Uric Acid Metabolism,,DrugBank
Cresols,D003408,DrugBank
Genitourinary Smooth Muscle Relaxants,,DrugBank
Monoamine Oxidase B Inhibitors,,DrugBank
Fibric Acid Derivatives,D058607,DrugBank
Peroxisome Proliferator Receptor alpha Agonist,,DrugBank
Peroxisome Proliferator-activated Receptor alpha Agonists,,DrugBank
N-methyl-D-aspartate Receptor Antagonist,,DrugBank
Cytochrome P-450 CYP1A2 Inducers (moderate),,DrugBank
Cytochrome P-450 CYP2A6 Inducers (moderate),,DrugBank
Cytochrome P-450 CYP2B6 Inducers (moderate),,DrugBank
Cytochrome P-450 CYP2C19 Inducers (strong),,DrugBank
Rifamycin Antibacterial,,DrugBank
UGT1A9 Inducers,,DrugBank
Chloride Channel Agonists,D065101,DrugBank
Dihydroergotoxine,D004088,DrugBank
COX-1 Inhibitors,,DrugBank
Aminocoumarins,D049933,DrugBank
Antitrematodals,,DrugBank
Quinoline Derivatives and Related Substances,,DrugBank
"Melatonin, agonists",,DrugBank
Arabinonucleotides,D001088,DrugBank
"DNA (Cytosine-5-)-Methyltransferases, antagonists & inhibitors",,DrugBank
Non-Selective Calcium Channel Blockers,,DrugBank
First Generation Antihistamines,,DrugBank
Heptanoic Acids,D006538,DrugBank
Lanatosides,D007799,DrugBank
Serotonin 4 Receptor Agonists,,DrugBank
Serotonin-4 Receptor Agonist,,DrugBank
Streptomycins,,DrugBank
Intestinal Lipase Inhibitor,,DrugBank
Lipase Inhibitors,,DrugBank
Peripherally Acting Antiobesity Products,,DrugBank
Strophanthins,D013328,DrugBank
Strophanthus Glycosides,,DrugBank
Cryoprotective Agents,D003451,DrugBank
Chromones,D002867,DrugBank
Flavanones,D044950,DrugBank
Flavonoids,D005419,DrugBank
Hydroxyquinolines,D006912,DrugBank
Nitroquinolines,D009600,DrugBank
Schistosomicides,D012556,DrugBank
Dihydroorotate dehydrogenase (DHODH) inhibitors,,DrugBank
Fluorobenzenes,D005464,DrugBank
Nucleoside Analog Antifungal,,DrugBank
Diphenylbutylpiperidine Derivatives,,DrugBank
"Norepinephrine, Serotonin, and Dopamine Reuptake Inhibitor Anorectic",,DrugBank
Piperidinedione Derivatives,,DrugBank
Oxidative Phosphorylation Coupling Factors,D010086,DrugBank
Heparin Group,,DrugBank
Heparins or Heparinoids for Topical Use,,DrugBank
"Vaginal Creams, Foams, and Jellies",D014622,DrugBank
Polymyxin-class Antibacterial,,DrugBank
Papaverine and Derivatives,,DrugBank
Sulfonium Derivatives,,DrugBank
Hypoglycemia-Treating Agents,,DrugBank
Thiazide Derivatives,,DrugBank
Benzylammonium Compounds,D050339,DrugBank
Tests for Diabetes,,DrugBank
Azasteroids,D001378,DrugBank
"Phospholipases A, antagonists & inhibitors",,DrugBank
Adrenergic beta2-Antagonists,D058672,DrugBank
Dibenzoxepins,D003990,DrugBank
Free Radical Scavenging Activity,,DrugBank
Penicillinase-resistant Penicillins,,DrugBank
Flavones,D047309,DrugBank
Aminoketone Antidepressants,,DrugBank
Dopamine And Norepinephrine Reuptake Inhibitors,,DrugBank
Increased Dopamine Activity,,DrugBank
Increased Norepinephrine Activity,,DrugBank
"Acids, Aldehydic",D000145,DrugBank
Uronic Acids,D014574,DrugBank
Bretylium Compounds,D001949,DrugBank
Acidifying Agents,,DrugBank
Calcium Compounds,D017610,DrugBank
Methylhydrazines,D008763,DrugBank
Arsenicals,D001152,DrugBank
Guanidine Derivatives and Diuretics,,DrugBank
Monoamine Oxidase A Inhibitors,,DrugBank
"Ethers, Chemically Close to Antihistamines",,DrugBank
Cytochrome P-450 CYP2E1 Inducers (weak),,DrugBank
UGT2B7 inducers,,DrugBank
Propiophenones,D011427,DrugBank
Peripheral Opioid Receptor Antagonists,,DrugBank
Prokinetic Agents,,DrugBank
Androstenediols,D000734,DrugBank
Ergot-derived Dopamine Receptor Agonist,,DrugBank
Decreased DNA Replication,,DrugBank
Decreased RNA Replication,,DrugBank
Hydroxypyridones,,DrugBank
Lincomycins,,DrugBank
Lincosamide Antibacterial,,DrugBank
Lincosamides,D055231,DrugBank
Neuromuscular Blockade,D019148,DrugBank
Sleep Initiation and Maintenance Disorders,D007319,DrugBank
Curare Alkaloids,,DrugBank
Anthraquinones,D000880,DrugBank
Benzodiazepine Antagonist,,DrugBank
"Thromboxane-A Synthase, antagonists & inhibitors",,DrugBank
Bunolol,D064805,DrugBank
Other Macrolides,,DrugBank
Dantrolene and Derivatives,,DrugBank
Decreased Striated Muscle Contraction,,DrugBank
Decreased Striated Muscle Tone,,DrugBank
Direct-acting Skeletal Muscle Relaxants,,DrugBank
"Anesthetics, Dissociative",D000778,DrugBank
Excitatory Amino Acid Agonists,D018690,DrugBank
"N-Methylaspartate, agonists",,DrugBank
"N-Methylaspartate, antagonists & inhibitors",,DrugBank
Dibenzothiazepines,D003987,DrugBank
Thiazepines,D013841,DrugBank
Albumins,D000418,DrugBank
Cyclodecanes,D043822,DrugBank
Microtubule Inhibitors,,DrugBank
Taxane Derivatives,,DrugBank
Taxoids,D043823,DrugBank
Dopa and Dopa Derivatives,,DrugBank
"Levodopa, antagonists & inhibitors",,DrugBank
Aripiprazole and prodrugs,,DrugBank
UGT1A3 Inhibitors,,DrugBank
"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media",,DrugBank
Pleuromutilin Antibacterial,,DrugBank
Complement C5 inhibitors,,DrugBank
Complement Inactivating Agents,D051056,DrugBank
Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors,,DrugBank
DPP-IV Inhibitors,D054873,DrugBank
Incretins,D054795,DrugBank
Partial Cholinergic Nicotinic Agonist,,DrugBank
Partial Cholinergic Nicotinic Agonists,,DrugBank
Hydrazinophthalazine Derivatives,,DrugBank
Hydrazinophthalazine Derivatives and Diuretics,,DrugBank
Phthalazines,D010793,DrugBank
Bodily Secretions,D012634,DrugBank
GLP-1 Agonists,D000097789,DrugBank
Glucagon-Like Peptide 1,D052216,DrugBank
Glucagon-like peptide-1 (GLP-1) analogues,,DrugBank
Incretin Mimetics,D000097789,DrugBank
Human Insulin-like Growth Factor Analogs,,DrugBank
Insulin-like growth factor,D000096764,DrugBank
Recombinant Human Insulin-like Growth Factor-1,,DrugBank
Somatomedins,D013002,DrugBank
Amylin Agonists,D065091,DrugBank
Amylin Analog,,DrugBank
Amyloid,D000682,DrugBank
Amyloidogenic Proteins,D058227,DrugBank
CD80-directed Antibody Interactions,,DrugBank
CD86-directed Antibody Interactions,,DrugBank
Decreased Cytokine Activity,,DrugBank
Immune Checkpoint Inhibitors,D000082082,DrugBank
Selective T Cell Costimulation Modulator,,DrugBank
Drug Delivery Systems,D016503,DrugBank
Adrenocortical Insufficiency,,DrugBank
Adrenocorticotropic Hormone,D000324,DrugBank
Melanocortins,D053486,DrugBank
Pro-Opiomelanocortin,D011333,DrugBank
Metaproterenol,D009921,DrugBank
Antacids and Adsorbents,,DrugBank
Bismuth containing drugs,,DrugBank
"Elements, Radioactive",D004603,DrugBank
Helicobacter Infections,D016481,DrugBank
Isotopes,D007554,DrugBank
"Metals, Heavy",D019216,DrugBank
Radioisotopes,D011868,DrugBank
Acetanilides,D000083,DrugBank
Angiosperms,D019684,DrugBank
Clusiaceae,D028084,DrugBank
Embryophyta,D019669,DrugBank
Eukaryota,D056890,DrugBank
Rosanae,D000074424,DrugBank
Streptophyta,D057949,DrugBank
Tracheophyta,D064028,DrugBank
Viridiplantae,D057948,DrugBank
Cation Exchange Resins,D002411,DrugBank
Ion Exchange Resins,D007475,DrugBank
Plastics,D010969,DrugBank
Potassium Binder,,DrugBank
Potassium Ion Exchange Activity,,DrugBank
Potassium-removing Agents,,DrugBank
Styrene,D020058,DrugBank
Styrenes,D013343,DrugBank
Increased Large Intestinal Motility,,DrugBank
Inhibition Large Intestine Fluid/Electrolyte Absorption,,DrugBank
Lithium Compounds,D018020,DrugBank
Ethinyl Estradiol,D004997,DrugBank
Cycadopsida,D032462,DrugBank
"Drugs, Chinese Herbal",D004365,DrugBank
Ephedra,D029789,DrugBank
Gnetophyta,D035682,DrugBank
Streptogramin Antibacterial,,DrugBank
Streptogramins,D025361,DrugBank
Aluminum and magnesium containing antacids,,DrugBank
Antacids,D000863,DrugBank
"Metals, Light",D019565,DrugBank
"Metals, Alkaline Earth",D008673,DrugBank
Calculi Dissolution Agent,,DrugBank
Inhibition Small Intestine Fluid/Electrolyte Absorption,,DrugBank
Magnesium Ion Exchange Activity,,DrugBank
"Polyvalent cation containing laxatives, antacids, oral supplements",,DrugBank
Blood Circulation,D001775,DrugBank
Ginkgolides,D046934,DrugBank
Bicarbonates,D001639,DrugBank
"Carbon Compounds, Inorganic",D017554,DrugBank
Carbonates,D002254,DrugBank
Carbonic Acid,D002255,DrugBank
Salt Solutions,,DrugBank
Sodium Compounds,D017670,DrugBank
Urinary Alkalinisers,,DrugBank
Araliaceae,D027481,DrugBank
Ginseng & Ginseng Extracts,,DrugBank
Antigonadotropins and Similar Agents,,DrugBank
Fourth-Generation Cephalosporins,,DrugBank
Cefpodoxime,D000097623,DrugBank
Ajmaline and derivatives,,DrugBank
Cosmetics,D003358,DrugBank
Sunscreen Agents,D013473,DrugBank
Polystyrenes,D011137,DrugBank
Decreased Central Nervous System Organized Electrical Activity,,DrugBank
Hydroxybutyrates,D006885,DrugBank
"N,N-Dimethyltryptamine",D004130,DrugBank
"Heroin, agonists",,DrugBank
Illicit Drugs,D013287,DrugBank
Street Drugs,D013287,DrugBank
Aldehydes,D000447,DrugBank
Carbon Radioisotopes,D002250,DrugBank
Aluminum Silicates,D000538,DrugBank
Intestinal Adsorbents,,DrugBank
Silicates,D017640,DrugBank
Silicon Compounds,D017655,DrugBank
Amphetamine Anorectic,,DrugBank
Bile Acid Preparations,,DrugBank
Bile acids and derivatives,,DrugBank
Bile Acids and Salts,D001647,DrugBank
Bile and Liver Therapy,,DrugBank
Bile Therapy,,DrugBank
Cholagogues and Choleretics,D002756,DrugBank
Cholanes,D002757,DrugBank
Cholelitholytic Agents,,DrugBank
Cholic Acids,D002793,DrugBank
Antianemia Drugs,,DrugBank
Trace Elements,D014131,DrugBank
Transition Elements,D028561,DrugBank
Zinc Compounds,D017967,DrugBank
Cyclopropanes,D003521,DrugBank
Dipeptidase Inhibitors,,DrugBank
Renal Dehydropeptidase Inhibitor,,DrugBank
Prostaglandin Antagonists,D011448,DrugBank
Organic Anion Transporting Polypeptide 1B1 Inhibitors,,DrugBank
Nitrites,D009573,DrugBank
Nitrates,D009566,DrugBank
Histamine H1 Inverse Agonists,,DrugBank
Benzylamines,D001596,DrugBank
MAO Inhibitors and Diuretics,,DrugBank
Enemas,,DrugBank
Anticarcinogenic Agents,D016588,DrugBank
Isoflavones,D007529,DrugBank
Phytoestrogens,D048789,DrugBank
Phosphodiesterase 4 Inhibitors,D058988,DrugBank
Streptogramin Group A,D025362,DrugBank
Capillary Stabilizing Agents,,DrugBank
Flavonols,D044948,DrugBank
Alanine,D000409,DrugBank
Cicatrizants,,DrugBank
"beta-Glucosidase, antagonists & inhibitors",,DrugBank
"Glucosylceramidase, antagonists & inhibitors",,DrugBank
Pharmaceutical Vehicles,D014677,DrugBank
"Protein Kinase C, antagonists & inhibitors",,DrugBank
"Prostaglandin D2, antagonists & inhibitors",,DrugBank
Prostaglandins D,D011457,DrugBank
Detergents,D003902,DrugBank
Glycodeoxycholic Acid,D006002,DrugBank
Household Products,D006795,DrugBank
N-substituted Glycines,D034442,DrugBank
Surface-Active Agents,D013501,DrugBank
"Nitric Oxide Synthase, antagonists & inhibitors",,DrugBank
Thiourea,D013890,DrugBank
Glucans,D005936,DrugBank
Glycerophosphates,D005994,DrugBank
Glycerophospholipids,D020404,DrugBank
Phosphatidic Acids,D010712,DrugBank
Phospholipid Ethers,D010742,DrugBank
Phospholipids,D010743,DrugBank
"Platelet Activating Factor, antagonists & inhibitors",,DrugBank
"Protein O-Methyltransferase, antagonists & inhibitors",,DrugBank
Pentacyclic Triterpenes,D053978,DrugBank
Triterpenes,D014315,DrugBank
Phosphate salts,D010710,DrugBank
Phosphoric Acids,D010756,DrugBank
Phosphorus Acids,D017976,DrugBank
Phosphorus Compounds,D017553,DrugBank
Polyphosphates,D011122,DrugBank
Cysteine Proteinase Inhibitors,D015853,DrugBank
Monoterpenes,D039821,DrugBank
