drug_id,pathway_id,source
DB04160,SMP0056480,DrugBank
DB04160,SMP0056481,DrugBank
DB04160,SMP0056482,DrugBank
DB04160,SMP0056483,DrugBank
DB04160,SMP0056484,DrugBank
DB04160,SMP0056485,DrugBank
DB04160,SMP0056486,DrugBank
DB04160,SMP0056487,DrugBank
DB04160,SMP0056488,DrugBank
DB04160,SMP0056489,DrugBank
DB04160,SMP0056490,DrugBank
DB04160,SMP0056491,DrugBank
DB04160,SMP0056492,DrugBank
DB04160,SMP0056493,DrugBank
DB04160,SMP0056494,DrugBank
DB04160,SMP0056495,DrugBank
DB04160,SMP0056496,DrugBank
DB04160,SMP0056497,DrugBank
DB04160,SMP0056498,DrugBank
DB04160,SMP0056499,DrugBank
DB04160,SMP0056500,DrugBank
DB04160,SMP0056501,DrugBank
DB04160,SMP0056502,DrugBank
DB04160,SMP0056503,DrugBank
DB04160,SMP0056504,DrugBank
DB04160,SMP0056505,DrugBank
DB04160,SMP0056506,DrugBank
DB04160,SMP0056507,DrugBank
DB04160,SMP0056508,DrugBank
DB04160,SMP0056509,DrugBank
DB04160,SMP0056510,DrugBank
DB04160,SMP0056511,DrugBank
DB04160,SMP0056512,DrugBank
DB04160,SMP0056513,DrugBank
DB04160,SMP0056514,DrugBank
DB04160,SMP0056515,DrugBank
DB04160,SMP0056516,DrugBank
DB04160,SMP0056517,DrugBank
DB04160,SMP0056518,DrugBank
DB04160,SMP0056520,DrugBank
DB04160,SMP0056521,DrugBank
DB04160,SMP0056523,DrugBank
DB04160,SMP0056524,DrugBank
DB04160,SMP0056525,DrugBank
DB04160,SMP0056526,DrugBank
DB04160,SMP0056527,DrugBank
DB04160,SMP0056528,DrugBank
DB04160,SMP0056529,DrugBank
DB04160,SMP0056530,DrugBank
DB04160,SMP0056531,DrugBank
DB04160,SMP0056532,DrugBank
DB04160,SMP0056533,DrugBank
DB04160,SMP0056534,DrugBank
DB04160,SMP0056535,DrugBank
DB04160,SMP0056536,DrugBank
DB04160,SMP0056537,DrugBank
DB04160,SMP0056538,DrugBank
DB04160,SMP0056539,DrugBank
DB04160,SMP0056540,DrugBank
DB04160,SMP0056541,DrugBank
DB04160,SMP0056542,DrugBank
DB04160,SMP0056543,DrugBank
DB04160,SMP0056544,DrugBank
DB04160,SMP0056545,DrugBank
DB04160,SMP0056546,DrugBank
DB04160,SMP0056547,DrugBank
DB04160,SMP0056548,DrugBank
DB04160,SMP0056549,DrugBank
DB04160,SMP0056550,DrugBank
DB04160,SMP0056551,DrugBank
DB04160,SMP0056552,DrugBank
DB04160,SMP0056553,DrugBank
DB04160,SMP0056554,DrugBank
DB04160,SMP0056555,DrugBank
DB04160,SMP0056556,DrugBank
DB04160,SMP0056557,DrugBank
DB04160,SMP0056558,DrugBank
DB04160,SMP0056559,DrugBank
DB04160,SMP0056560,DrugBank
DB04160,SMP0056561,DrugBank
DB04160,SMP0056562,DrugBank
DB04160,SMP0056563,DrugBank
DB04160,SMP0056564,DrugBank
DB04160,SMP0056565,DrugBank
DB04160,SMP0056566,DrugBank
DB04160,SMP0056567,DrugBank
DB04160,SMP0056568,DrugBank
DB04160,SMP0056569,DrugBank
DB04160,SMP0056570,DrugBank
DB04160,SMP0056571,DrugBank
DB04160,SMP0056572,DrugBank
DB04160,SMP0056573,DrugBank
DB04160,SMP0056574,DrugBank
DB04160,SMP0056575,DrugBank
DB04160,SMP0056576,DrugBank
DB04160,SMP0056577,DrugBank
DB04160,SMP0056578,DrugBank
DB04160,SMP0056579,DrugBank
DB04160,SMP0056580,DrugBank
DB04160,SMP0056581,DrugBank
DB04160,SMP0056582,DrugBank
DB04160,SMP0056583,DrugBank
DB04160,SMP0056584,DrugBank
DB04160,SMP0056585,DrugBank
DB04160,SMP0056586,DrugBank
DB04160,SMP0056587,DrugBank
DB04160,SMP0056588,DrugBank
DB04160,SMP0056589,DrugBank
DB04160,SMP0056591,DrugBank
DB04160,SMP0056592,DrugBank
DB04160,SMP0056593,DrugBank
DB04160,SMP0056594,DrugBank
DB04160,SMP0056595,DrugBank
DB04160,SMP0056596,DrugBank
DB04160,SMP0056597,DrugBank
DB04160,SMP0056598,DrugBank
DB04160,SMP0056599,DrugBank
DB04160,SMP0056600,DrugBank
DB04160,SMP0056601,DrugBank
DB04160,SMP0056602,DrugBank
DB04160,SMP0056603,DrugBank
DB04160,SMP0056604,DrugBank
DB04160,SMP0056605,DrugBank
DB04160,SMP0056606,DrugBank
DB04160,SMP0056607,DrugBank
DB04160,SMP0056608,DrugBank
DB04160,SMP0056609,DrugBank
DB04160,SMP0056610,DrugBank
DB04160,SMP0056611,DrugBank
DB04160,SMP0056612,DrugBank
DB04160,SMP0056613,DrugBank
DB04160,SMP0056614,DrugBank
DB04160,SMP0056615,DrugBank
DB04160,SMP0056616,DrugBank
DB04160,SMP0056617,DrugBank
DB04160,SMP0056618,DrugBank
DB04160,SMP0056619,DrugBank
DB04160,SMP0056620,DrugBank
DB04160,SMP0056621,DrugBank
DB04160,SMP0056622,DrugBank
DB04160,SMP0056623,DrugBank
DB04160,SMP0056624,DrugBank
DB04160,SMP0056625,DrugBank
DB04160,SMP0056626,DrugBank
DB04160,SMP0056627,DrugBank
DB04160,SMP0056628,DrugBank
DB04160,SMP0056629,DrugBank
DB04160,SMP0056630,DrugBank
DB04160,SMP0056631,DrugBank
DB04160,SMP0056632,DrugBank
DB04160,SMP0056633,DrugBank
DB04160,SMP0056634,DrugBank
DB04160,SMP0056635,DrugBank
DB04160,SMP0056636,DrugBank
DB04160,SMP0056637,DrugBank
DB04160,SMP0056638,DrugBank
DB04160,SMP0056639,DrugBank
DB04160,SMP0056640,DrugBank
DB04160,SMP0056641,DrugBank
DB04160,SMP0056642,DrugBank
DB04160,SMP0056643,DrugBank
DB04160,SMP0056644,DrugBank
DB04160,SMP0056645,DrugBank
DB04160,SMP0056646,DrugBank
DB04160,SMP0056647,DrugBank
DB04160,SMP0056648,DrugBank
DB04160,SMP0056649,DrugBank
DB04160,SMP0056650,DrugBank
DB04160,SMP0056651,DrugBank
DB04160,SMP0056652,DrugBank
DB04160,SMP0056653,DrugBank
DB04160,SMP0056654,DrugBank
DB04160,SMP0056655,DrugBank
DB04160,SMP0056656,DrugBank
DB04160,SMP0056657,DrugBank
DB04160,SMP0056658,DrugBank
DB04160,SMP0056659,DrugBank
DB04160,SMP0056660,DrugBank
DB04160,SMP0056663,DrugBank
DB04160,SMP0056664,DrugBank
DB04160,SMP0056665,DrugBank
DB04160,SMP0056666,DrugBank
DB04160,SMP0056667,DrugBank
DB04160,SMP0056668,DrugBank
DB04160,SMP0056669,DrugBank
DB04160,SMP0056670,DrugBank
DB04160,SMP0056671,DrugBank
DB04160,SMP0056672,DrugBank
DB04160,SMP0056673,DrugBank
DB04160,SMP0056674,DrugBank
DB04160,SMP0056675,DrugBank
DB04160,SMP0056676,DrugBank
DB04160,SMP0056677,DrugBank
DB04160,SMP0056678,DrugBank
DB04160,SMP0056679,DrugBank
DB04160,SMP0056680,DrugBank
DB04160,SMP0056681,DrugBank
DB04160,SMP0056682,DrugBank
DB04160,SMP0056683,DrugBank
DB04160,SMP0056684,DrugBank
DB04160,SMP0056685,DrugBank
DB04160,SMP0056686,DrugBank
DB04160,SMP0056687,DrugBank
DB04160,SMP0056688,DrugBank
DB04160,SMP0056689,DrugBank
DB04160,SMP0056690,DrugBank
DB04160,SMP0056691,DrugBank
DB04160,SMP0056692,DrugBank
DB04160,SMP0056693,DrugBank
DB04160,SMP0056694,DrugBank
DB04160,SMP0056695,DrugBank
DB04160,SMP0056696,DrugBank
DB04160,SMP0056697,DrugBank
DB04160,SMP0056698,DrugBank
DB04160,SMP0056699,DrugBank
DB04160,SMP0056700,DrugBank
DB04160,SMP0056701,DrugBank
DB04160,SMP0056702,DrugBank
DB04160,SMP0056703,DrugBank
DB04160,SMP0056704,DrugBank
DB04160,SMP0056705,DrugBank
DB04160,SMP0056706,DrugBank
DB04160,SMP0056707,DrugBank
DB04160,SMP0056708,DrugBank
DB04160,SMP0056709,DrugBank
DB04160,SMP0056710,DrugBank
DB04160,SMP0056711,DrugBank
DB04160,SMP0056712,DrugBank
DB04160,SMP0056713,DrugBank
DB04160,SMP0056714,DrugBank
DB04160,SMP0056715,DrugBank
DB04160,SMP0056716,DrugBank
DB04160,SMP0056717,DrugBank
DB04160,SMP0056718,DrugBank
DB04160,SMP0056719,DrugBank
DB04160,SMP0056720,DrugBank
DB04160,SMP0056721,DrugBank
DB04160,SMP0056722,DrugBank
DB04160,SMP0056723,DrugBank
DB04160,SMP0056724,DrugBank
DB04160,SMP0056725,DrugBank
DB04160,SMP0056726,DrugBank
DB04160,SMP0056727,DrugBank
DB04160,SMP0056728,DrugBank
DB04160,SMP0056729,DrugBank
DB04160,SMP0056730,DrugBank
DB04160,SMP0056731,DrugBank
DB04160,SMP0056732,DrugBank
DB04160,SMP0056733,DrugBank
DB04160,SMP0056734,DrugBank
DB04160,SMP0056735,DrugBank
DB04160,SMP0056736,DrugBank
DB04160,SMP0056737,DrugBank
DB04160,SMP0056738,DrugBank
DB04160,SMP0056739,DrugBank
DB04160,SMP0056740,DrugBank
DB04160,SMP0056741,DrugBank
DB04160,SMP0056742,DrugBank
DB04160,SMP0056743,DrugBank
DB04160,SMP0056744,DrugBank
DB04160,SMP0056745,DrugBank
DB04160,SMP0056746,DrugBank
DB04160,SMP0056747,DrugBank
DB04160,SMP0056748,DrugBank
DB04160,SMP0056749,DrugBank
DB04160,SMP0056750,DrugBank
DB04160,SMP0056751,DrugBank
DB04160,SMP0056752,DrugBank
DB04160,SMP0056753,DrugBank
DB04160,SMP0056754,DrugBank
DB04160,SMP0056755,DrugBank
DB04160,SMP0056756,DrugBank
DB04160,SMP0056757,DrugBank
DB04160,SMP0056758,DrugBank
DB04160,SMP0056759,DrugBank
DB04160,SMP0056760,DrugBank
DB04160,SMP0056761,DrugBank
DB04160,SMP0056762,DrugBank
DB04160,SMP0056763,DrugBank
DB04160,SMP0056764,DrugBank
DB04160,SMP0056765,DrugBank
DB04160,SMP0056766,DrugBank
DB04160,SMP0056767,DrugBank
DB04160,SMP0056768,DrugBank
DB04160,SMP0056769,DrugBank
DB04160,SMP0056770,DrugBank
DB04160,SMP0056771,DrugBank
DB04160,SMP0056772,DrugBank
DB04160,SMP0056773,DrugBank
DB04160,SMP0056774,DrugBank
DB04160,SMP0056775,DrugBank
DB04160,SMP0056776,DrugBank
DB04160,SMP0056777,DrugBank
DB04160,SMP0056778,DrugBank
DB04160,SMP0056779,DrugBank
DB04160,SMP0056780,DrugBank
DB04160,SMP0056781,DrugBank
DB04160,SMP0056782,DrugBank
DB04160,SMP0056783,DrugBank
DB04160,SMP0056784,DrugBank
DB04160,SMP0056785,DrugBank
DB04160,SMP0056786,DrugBank
DB04160,SMP0056787,DrugBank
DB04160,SMP0056788,DrugBank
DB04160,SMP0056789,DrugBank
DB04160,SMP0056790,DrugBank
DB04160,SMP0056791,DrugBank
DB04160,SMP0056792,DrugBank
DB04160,SMP0056793,DrugBank
DB04160,SMP0056794,DrugBank
DB04160,SMP0056795,DrugBank
DB04160,SMP0056796,DrugBank
DB04160,SMP0056797,DrugBank
DB04160,SMP0056798,DrugBank
DB04160,SMP0056799,DrugBank
DB04160,SMP0056800,DrugBank
DB04160,SMP0056801,DrugBank
DB04160,SMP0056802,DrugBank
DB04160,SMP0056803,DrugBank
DB04160,SMP0056804,DrugBank
DB04160,SMP0056805,DrugBank
DB04160,SMP0056806,DrugBank
DB04160,SMP0056807,DrugBank
DB04160,SMP0056808,DrugBank
DB04160,SMP0056809,DrugBank
DB04160,SMP0056810,DrugBank
DB04160,SMP0056812,DrugBank
DB04160,SMP0056813,DrugBank
DB04160,SMP0056814,DrugBank
DB04160,SMP0056815,DrugBank
DB04160,SMP0056816,DrugBank
DB04160,SMP0056817,DrugBank
DB04160,SMP0056818,DrugBank
DB04160,SMP0056819,DrugBank
DB04160,SMP0056820,DrugBank
DB04160,SMP0056821,DrugBank
DB04160,SMP0056822,DrugBank
DB04160,SMP0056823,DrugBank
DB04160,SMP0056824,DrugBank
DB04160,SMP0056825,DrugBank
DB04160,SMP0056826,DrugBank
DB04160,SMP0056827,DrugBank
DB04160,SMP0056828,DrugBank
DB04160,SMP0056829,DrugBank
DB04160,SMP0056830,DrugBank
DB04160,SMP0056831,DrugBank
DB04160,SMP0056832,DrugBank
DB04160,SMP0056833,DrugBank
DB04160,SMP0056834,DrugBank
DB04160,SMP0056835,DrugBank
DB04160,SMP0056836,DrugBank
DB04160,SMP0056837,DrugBank
DB04160,SMP0056838,DrugBank
DB04160,SMP0056839,DrugBank
DB04160,SMP0056840,DrugBank
DB04160,SMP0056841,DrugBank
DB04160,SMP0056842,DrugBank
DB04160,SMP0056843,DrugBank
DB04160,SMP0056844,DrugBank
DB04160,SMP0056845,DrugBank
DB04160,SMP0056846,DrugBank
DB04160,SMP0056847,DrugBank
DB04160,SMP0056848,DrugBank
DB04160,SMP0056849,DrugBank
DB04160,SMP0056850,DrugBank
DB04160,SMP0056851,DrugBank
DB04160,SMP0056852,DrugBank
DB04160,SMP0056853,DrugBank
DB04160,SMP0056854,DrugBank
DB04160,SMP0056855,DrugBank
DB04160,SMP0056856,DrugBank
DB04160,SMP0056857,DrugBank
DB04160,SMP0056858,DrugBank
DB04160,SMP0056859,DrugBank
DB04160,SMP0056860,DrugBank
DB04160,SMP0056861,DrugBank
DB04160,SMP0056862,DrugBank
DB04160,SMP0056863,DrugBank
DB04160,SMP0056864,DrugBank
DB04160,SMP0056865,DrugBank
DB04160,SMP0056866,DrugBank
DB04160,SMP0056867,DrugBank
DB04160,SMP0056868,DrugBank
DB04160,SMP0056869,DrugBank
DB04160,SMP0056870,DrugBank
DB04160,SMP0056871,DrugBank
DB04160,SMP0056872,DrugBank
DB04160,SMP0056873,DrugBank
DB04160,SMP0056874,DrugBank
DB04160,SMP0056875,DrugBank
DB04160,SMP0056876,DrugBank
DB04160,SMP0056877,DrugBank
DB04160,SMP0056878,DrugBank
DB04160,SMP0056879,DrugBank
DB04160,SMP0056880,DrugBank
DB04160,SMP0056881,DrugBank
DB04160,SMP0056882,DrugBank
DB04160,SMP0056883,DrugBank
DB04160,SMP0056884,DrugBank
DB04160,SMP0056885,DrugBank
DB04160,SMP0056886,DrugBank
DB04160,SMP0056887,DrugBank
DB04160,SMP0056888,DrugBank
DB04160,SMP0056889,DrugBank
DB04160,SMP0056890,DrugBank
DB04160,SMP0056891,DrugBank
DB04160,SMP0056892,DrugBank
DB04160,SMP0056893,DrugBank
DB04160,SMP0056894,DrugBank
DB04160,SMP0056895,DrugBank
DB04160,SMP0056896,DrugBank
DB04160,SMP0056897,DrugBank
DB04160,SMP0056898,DrugBank
DB04160,SMP0056899,DrugBank
DB04160,SMP0056900,DrugBank
DB04160,SMP0056901,DrugBank
DB04160,SMP0056902,DrugBank
DB04160,SMP0056903,DrugBank
DB04160,SMP0056904,DrugBank
DB04160,SMP0056905,DrugBank
DB04160,SMP0056906,DrugBank
DB04160,SMP0056907,DrugBank
DB04160,SMP0056908,DrugBank
DB04160,SMP0056909,DrugBank
DB04160,SMP0056910,DrugBank
DB04160,SMP0056911,DrugBank
DB04160,SMP0056912,DrugBank
DB04160,SMP0056913,DrugBank
DB04160,SMP0056914,DrugBank
DB04160,SMP0056915,DrugBank
DB04160,SMP0056916,DrugBank
DB04160,SMP0056917,DrugBank
DB04160,SMP0056918,DrugBank
DB04160,SMP0056919,DrugBank
DB04160,SMP0056920,DrugBank
DB04160,SMP0056921,DrugBank
DB04160,SMP0056922,DrugBank
DB04160,SMP0056923,DrugBank
DB04160,SMP0056924,DrugBank
DB04160,SMP0056925,DrugBank
DB04160,SMP0056926,DrugBank
DB04160,SMP0056927,DrugBank
DB04160,SMP0056928,DrugBank
DB04160,SMP0056929,DrugBank
DB04160,SMP0056930,DrugBank
DB04160,SMP0056931,DrugBank
DB04160,SMP0056932,DrugBank
DB04160,SMP0056933,DrugBank
DB04160,SMP0056934,DrugBank
DB04160,SMP0056935,DrugBank
DB04160,SMP0056936,DrugBank
DB04160,SMP0056937,DrugBank
DB04160,SMP0056938,DrugBank
DB04160,SMP0056939,DrugBank
DB04160,SMP0056940,DrugBank
DB04160,SMP0056941,DrugBank
DB04160,SMP0056942,DrugBank
DB04160,SMP0056943,DrugBank
DB04160,SMP0056944,DrugBank
DB04160,SMP0056945,DrugBank
DB04160,SMP0056946,DrugBank
DB04160,SMP0056947,DrugBank
DB04160,SMP0056948,DrugBank
DB04160,SMP0056949,DrugBank
DB04160,SMP0056950,DrugBank
DB04160,SMP0056951,DrugBank
DB04160,SMP0056952,DrugBank
DB04160,SMP0056953,DrugBank
DB04160,SMP0056954,DrugBank
DB04160,SMP0056955,DrugBank
DB04160,SMP0056956,DrugBank
DB04160,SMP0056957,DrugBank
DB04160,SMP0056958,DrugBank
DB04160,SMP0056959,DrugBank
DB04160,SMP0056960,DrugBank
DB04160,SMP0056961,DrugBank
DB04160,SMP0056962,DrugBank
DB04160,SMP0056963,DrugBank
DB04160,SMP0056964,DrugBank
DB04160,SMP0056965,DrugBank
DB04160,SMP0056966,DrugBank
DB04160,SMP0056967,DrugBank
DB04160,SMP0056968,DrugBank
DB04160,SMP0056969,DrugBank
DB04160,SMP0056970,DrugBank
DB04160,SMP0056971,DrugBank
DB04160,SMP0056972,DrugBank
DB04160,SMP0056973,DrugBank
DB04160,SMP0056974,DrugBank
DB04160,SMP0056975,DrugBank
DB04160,SMP0056976,DrugBank
DB04160,SMP0056977,DrugBank
DB04160,SMP0056978,DrugBank
DB04160,SMP0056979,DrugBank
DB04160,SMP0056980,DrugBank
DB04160,SMP0056981,DrugBank
DB04160,SMP0056982,DrugBank
DB04160,SMP0056983,DrugBank
DB04160,SMP0056984,DrugBank
DB04160,SMP0056985,DrugBank
DB04160,SMP0056986,DrugBank
DB04160,SMP0056987,DrugBank
DB04160,SMP0056988,DrugBank
DB04160,SMP0056989,DrugBank
DB04160,SMP0056990,DrugBank
DB04160,SMP0056991,DrugBank
DB04160,SMP0056992,DrugBank
DB04160,SMP0056993,DrugBank
DB04160,SMP0056994,DrugBank
DB04160,SMP0056995,DrugBank
DB04160,SMP0056996,DrugBank
DB04160,SMP0056997,DrugBank
DB04160,SMP0056998,DrugBank
DB04160,SMP0056999,DrugBank
DB04160,SMP0057000,DrugBank
DB04160,SMP0057001,DrugBank
DB04160,SMP0057002,DrugBank
DB04160,SMP0057003,DrugBank
DB04160,SMP0057004,DrugBank
DB04160,SMP0057005,DrugBank
DB04160,SMP0057006,DrugBank
DB04160,SMP0057007,DrugBank
DB04160,SMP0057008,DrugBank
DB04160,SMP0057009,DrugBank
DB04160,SMP0057010,DrugBank
DB04160,SMP0057011,DrugBank
DB04160,SMP0057012,DrugBank
DB04160,SMP0057013,DrugBank
DB04160,SMP0057014,DrugBank
DB04160,SMP0057015,DrugBank
DB04160,SMP0057016,DrugBank
DB04160,SMP0057017,DrugBank
DB04160,SMP0057018,DrugBank
DB04160,SMP0057019,DrugBank
DB04160,SMP0057020,DrugBank
DB04160,SMP0057021,DrugBank
DB04160,SMP0057022,DrugBank
DB04160,SMP0057023,DrugBank
DB04160,SMP0057024,DrugBank
DB04160,SMP0057025,DrugBank
DB04160,SMP0057026,DrugBank
DB04160,SMP0057027,DrugBank
DB04160,SMP0057028,DrugBank
DB04160,SMP0057029,DrugBank
DB04160,SMP0057030,DrugBank
DB04160,SMP0057031,DrugBank
DB04160,SMP0057032,DrugBank
DB04160,SMP0057033,DrugBank
DB04160,SMP0057034,DrugBank
DB04160,SMP0057035,DrugBank
DB04160,SMP0057036,DrugBank
DB04160,SMP0057037,DrugBank
DB04160,SMP0057038,DrugBank
DB04160,SMP0057039,DrugBank
DB04160,SMP0057040,DrugBank
DB04160,SMP0057041,DrugBank
DB04160,SMP0057042,DrugBank
DB04160,SMP0057043,DrugBank
DB04160,SMP0057044,DrugBank
DB04160,SMP0057045,DrugBank
DB04160,SMP0057046,DrugBank
DB04160,SMP0057047,DrugBank
DB04160,SMP0057048,DrugBank
DB04160,SMP0057049,DrugBank
DB04160,SMP0057050,DrugBank
DB04160,SMP0057051,DrugBank
DB04160,SMP0057052,DrugBank
DB04160,SMP0057053,DrugBank
DB04160,SMP0057054,DrugBank
DB04160,SMP0057055,DrugBank
DB04160,SMP0057056,DrugBank
DB04160,SMP0057057,DrugBank
DB04160,SMP0057058,DrugBank
DB04160,SMP0057059,DrugBank
DB04160,SMP0057060,DrugBank
DB04160,SMP0057061,DrugBank
DB04160,SMP0057062,DrugBank
DB04160,SMP0057063,DrugBank
DB04160,SMP0057064,DrugBank
DB04160,SMP0057065,DrugBank
DB04160,SMP0057066,DrugBank
DB04160,SMP0057067,DrugBank
DB04160,SMP0057068,DrugBank
DB04160,SMP0057069,DrugBank
DB04160,SMP0057070,DrugBank
DB04160,SMP0057071,DrugBank
DB04160,SMP0057072,DrugBank
DB04160,SMP0057073,DrugBank
DB04160,SMP0057074,DrugBank
DB04160,SMP0057075,DrugBank
DB04160,SMP0057076,DrugBank
DB04160,SMP0057077,DrugBank
DB04160,SMP0057078,DrugBank
DB04160,SMP0057079,DrugBank
DB04160,SMP0057080,DrugBank
DB04160,SMP0057081,DrugBank
DB04160,SMP0057082,DrugBank
DB04160,SMP0057083,DrugBank
DB04160,SMP0057084,DrugBank
DB04160,SMP0057085,DrugBank
DB04160,SMP0057086,DrugBank
DB04160,SMP0057087,DrugBank
DB04160,SMP0057088,DrugBank
DB04160,SMP0057089,DrugBank
DB04160,SMP0057090,DrugBank
DB04160,SMP0057091,DrugBank
DB04160,SMP0057092,DrugBank
DB04160,SMP0057093,DrugBank
DB04160,SMP0057094,DrugBank
DB04160,SMP0057095,DrugBank
DB04160,SMP0057096,DrugBank
DB04160,SMP0057097,DrugBank
DB04160,SMP0057098,DrugBank
DB04160,SMP0057099,DrugBank
DB04160,SMP0057100,DrugBank
DB04160,SMP0057101,DrugBank
DB04160,SMP0057102,DrugBank
DB04160,SMP0057103,DrugBank
DB04160,SMP0057104,DrugBank
DB04160,SMP0057105,DrugBank
DB04160,SMP0057106,DrugBank
DB04160,SMP0057107,DrugBank
DB04160,SMP0057108,DrugBank
DB04160,SMP0057109,DrugBank
DB04160,SMP0057110,DrugBank
DB04160,SMP0057111,DrugBank
DB04160,SMP0057112,DrugBank
DB04160,SMP0057113,DrugBank
DB04160,SMP0057114,DrugBank
DB04160,SMP0057115,DrugBank
DB04160,SMP0057116,DrugBank
DB04160,SMP0057117,DrugBank
DB04160,SMP0057118,DrugBank
DB04160,SMP0057119,DrugBank
DB04160,SMP0057120,DrugBank
DB04160,SMP0057121,DrugBank
DB04160,SMP0057122,DrugBank
DB04160,SMP0057123,DrugBank
DB04160,SMP0057124,DrugBank
DB04160,SMP0057125,DrugBank
DB04160,SMP0057126,DrugBank
DB04160,SMP0057127,DrugBank
DB04160,SMP0057128,DrugBank
DB04160,SMP0057129,DrugBank
DB04160,SMP0057130,DrugBank
DB04160,SMP0057131,DrugBank
DB04160,SMP0057132,DrugBank
DB04160,SMP0057133,DrugBank
DB04160,SMP0057134,DrugBank
DB04160,SMP0057135,DrugBank
DB04160,SMP0057136,DrugBank
DB04160,SMP0057137,DrugBank
DB04160,SMP0057138,DrugBank
DB04160,SMP0057139,DrugBank
DB04160,SMP0057140,DrugBank
DB04160,SMP0057141,DrugBank
DB04160,SMP0057142,DrugBank
DB04160,SMP0057143,DrugBank
DB04160,SMP0057144,DrugBank
DB04160,SMP0057145,DrugBank
DB04160,SMP0057146,DrugBank
DB04160,SMP0057147,DrugBank
DB04160,SMP0057148,DrugBank
DB04160,SMP0057149,DrugBank
DB04160,SMP0057150,DrugBank
DB04160,SMP0057151,DrugBank
DB04160,SMP0057152,DrugBank
DB04160,SMP0057153,DrugBank
DB04160,SMP0057154,DrugBank
DB04160,SMP0057155,DrugBank
DB04160,SMP0057156,DrugBank
DB04160,SMP0057157,DrugBank
DB04160,SMP0057158,DrugBank
DB04160,SMP0057159,DrugBank
DB04160,SMP0057160,DrugBank
DB04160,SMP0057161,DrugBank
DB04160,SMP0057162,DrugBank
DB04160,SMP0057163,DrugBank
DB04160,SMP0057164,DrugBank
DB04160,SMP0057165,DrugBank
DB04160,SMP0057166,DrugBank
DB04160,SMP0057167,DrugBank
DB04160,SMP0057168,DrugBank
DB04160,SMP0057169,DrugBank
DB04160,SMP0057170,DrugBank
DB04160,SMP0057171,DrugBank
DB04160,SMP0057172,DrugBank
DB04160,SMP0057173,DrugBank
DB04160,SMP0057174,DrugBank
DB04160,SMP0057175,DrugBank
DB04160,SMP0057176,DrugBank
DB04160,SMP0057177,DrugBank
DB04160,SMP0057178,DrugBank
DB04160,SMP0057179,DrugBank
DB04160,SMP0057180,DrugBank
DB04160,SMP0057181,DrugBank
DB04160,SMP0057182,DrugBank
DB04160,SMP0057183,DrugBank
DB04160,SMP0057184,DrugBank
DB04160,SMP0057185,DrugBank
DB04160,SMP0057186,DrugBank
DB04160,SMP0057187,DrugBank
DB04160,SMP0057188,DrugBank
DB04160,SMP0057189,DrugBank
DB04160,SMP0057190,DrugBank
DB04160,SMP0057191,DrugBank
DB04160,SMP0057192,DrugBank
DB04160,SMP0057193,DrugBank
DB04160,SMP0057194,DrugBank
DB04160,SMP0057195,DrugBank
DB04160,SMP0057196,DrugBank
DB04160,SMP0057197,DrugBank
DB04160,SMP0057198,DrugBank
DB04160,SMP0057199,DrugBank
DB04160,SMP0057200,DrugBank
DB04160,SMP0057201,DrugBank
DB04160,SMP0057202,DrugBank
DB04160,SMP0057203,DrugBank
DB04160,SMP0057204,DrugBank
DB04160,SMP0057205,DrugBank
DB04160,SMP0057206,DrugBank
DB04160,SMP0057207,DrugBank
DB04160,SMP0057208,DrugBank
DB04160,SMP0057209,DrugBank
DB04160,SMP0057210,DrugBank
DB04160,SMP0057211,DrugBank
DB04160,SMP0057212,DrugBank
DB04160,SMP0057213,DrugBank
DB04160,SMP0057214,DrugBank
DB04160,SMP0057215,DrugBank
DB04160,SMP0057216,DrugBank
DB04160,SMP0057217,DrugBank
DB04160,SMP0057218,DrugBank
DB04160,SMP0057219,DrugBank
DB04160,SMP0057220,DrugBank
DB04160,SMP0057221,DrugBank
DB04160,SMP0057222,DrugBank
DB04160,SMP0057223,DrugBank
DB04160,SMP0057224,DrugBank
DB04160,SMP0057225,DrugBank
DB04160,SMP0057226,DrugBank
DB04160,SMP0057227,DrugBank
DB04160,SMP0057228,DrugBank
DB04160,SMP0057229,DrugBank
DB04160,SMP0057230,DrugBank
DB04160,SMP0057231,DrugBank
DB04160,SMP0057232,DrugBank
DB04160,SMP0057233,DrugBank
DB04160,SMP0057234,DrugBank
DB04160,SMP0057235,DrugBank
DB04160,SMP0057236,DrugBank
DB04160,SMP0057237,DrugBank
DB04160,SMP0057238,DrugBank
DB04160,SMP0057239,DrugBank
DB04160,SMP0057240,DrugBank
DB04160,SMP0057241,DrugBank
DB04160,SMP0057242,DrugBank
DB04160,SMP0057243,DrugBank
DB04160,SMP0057244,DrugBank
DB04160,SMP0057245,DrugBank
DB04160,SMP0057246,DrugBank
DB04160,SMP0057247,DrugBank
DB04160,SMP0057248,DrugBank
DB04160,SMP0057249,DrugBank
DB04160,SMP0057250,DrugBank
DB04160,SMP0057251,DrugBank
DB04160,SMP0057252,DrugBank
DB04160,SMP0057253,DrugBank
DB04160,SMP0057254,DrugBank
DB04160,SMP0057255,DrugBank
DB04160,SMP0057256,DrugBank
DB04160,SMP0057257,DrugBank
DB04160,SMP0057258,DrugBank
DB04160,SMP0057259,DrugBank
DB04160,SMP0057260,DrugBank
DB04160,SMP0057261,DrugBank
DB04160,SMP0057262,DrugBank
