umls_cui,name,meddra_type,source
C0936250,Eczema herpeticum,LLT,SIDER
C0948031,Primary graft dysfunction,LLT,SIDER
C1112138,Vascular hypotensive disorders,,SIDER
C1167870,Graft dysfunction,LLT,SIDER
C1321632,Venous thrombosis deep limb,LLT,SIDER
C1504532,Post transplant diabetes mellitus,LLT,SIDER
C3495916,Myocardial hypertrophy,LLT,SIDER
C3665596,Warts,LLT,SIDER
C0009663,Anogenital warts,LLT,SIDER
C0011881,Diabetic nephropathy,LLT,SIDER
C0036220,Kaposi's sarcoma,LLT,SIDER
C0040262,Tinea versicolour,LLT,SIDER
C0238463,Papillary thyroid cancer,LLT,SIDER
C0848548,Hypertensive nephropathy,LLT,SIDER
C0949804,Polyomavirus infections,,SIDER
C1696946,Polyomavirus-associated nephropathy,LLT,SIDER
C0156369,Uterine polyp,LLT,SIDER
C0267834,Hepatic cyst,LLT,SIDER
C0338113,Sarcoma uterus,LLT,SIDER
C1153706,Endometrial adenocarcinoma,LLT,SIDER
C1536459,Nettle rash,LLT,SIDER
C0010930,Dacryocystitis,LLT,SIDER
C0155170,Conjunctival cyst,LLT,SIDER
C0271308,Blepharitis allergic,LLT,SIDER
C0343401,Methicillin-resistant Staphylococcus aureus infection,LLT,SIDER
C0413234,Acute allergic reaction,LLT,SIDER
C0948085,Corneal defect,LLT,SIDER
C0162823,Dermatitis irritant contact,LLT,SIDER
C0278126,Equilibrium loss,LLT,SIDER
C0677865,Brain stem glioma,LLT,SIDER
C0031736,Polymorphic light eruption,LLT,SIDER
C0920193,Photodermatosis,LLT,SIDER
C2364082,Hyposmia,LLT,SIDER
C0006434,Burn,LLT,SIDER
C0020502,Hyperparathyroidism,LLT,SIDER
C0023531,Leukoplakia,LLT,SIDER
C0033949,Male orgasmic disorder,LLT,SIDER
C0042341,Varicocele,LLT,SIDER
C0151685,Growth accelerated,LLT,SIDER
C0233976,Clitoral engorgement,LLT,SIDER
C0268671,Korsakoff's psychosis (non-alcoholic),LLT,SIDER
C0269268,Breast induration,LLT,SIDER
C0277986,Gingival oedema,LLT,SIDER
C0282612,Prostatic intraepithelial neoplasia,LLT,SIDER
C0405479,Nipple disorder,LLT,SIDER
C0427458,Red blood cell count increased,LLT,SIDER
C0438241,Blood urea normal,LLT,SIDER
C0455880,Poor urinary stream,LLT,SIDER
C0520546,Pulmonary microemboli,LLT,SIDER
C0702109,Erythropoiesis abnormal,LLT,SIDER
C0853118,Blood testosterone increased,LLT,SIDER
C0856152,Buccal mucosal roughening,LLT,SIDER
C0856968,Raised serum lipid levels,LLT,SIDER
C0860851,Oestradiol increased,LLT,SIDER
C0877331,Abnormal clotting factor,LLT,SIDER
C0877497,Redness gum,LLT,SIDER
C0877639,Gingival blister,LLT,SIDER
C0919568,Impatience,LLT,SIDER
C0948779,Gastrointestinal hypomotility,LLT,SIDER
C1096267,Injection site discomfort,LLT,SIDER
C1096506,Free prostate-specific antigen increased,LLT,SIDER
C1096657,Prostate examination abnormal,LLT,SIDER
C1112346,Prostate induration,LLT,SIDER
C2721578,Pulmonary oil microembolism,LLT,SIDER
C3160830,Prostatic dysplasia,LLT,SIDER
C0474444,Corneal stromal edema,LLT,SIDER
C0000772,Multiple congenital abnormalities,LLT,SIDER
C0007462,Causalgia,LLT,SIDER
C0023440,Erythroleukaemia,LLT,SIDER
C0151846,Disorder periosteal,LLT,SIDER
C0238807,Bone tenderness,LLT,SIDER
C0241228,Spleen palpable,LLT,SIDER
C0853013,Diverticular perforation,LLT,SIDER
C1096448,Bronchopneumopathy,LLT,SIDER
C0007766,Intracranial aneurysm,LLT,SIDER
C0742965,Eosinophilic cystitis,LLT,SIDER
C0748052,Erythrodermic psoriasis,LLT,SIDER
C0853748,Blood electrolytes abnormal,LLT,SIDER
C0151834,Papanicolaou smear suspicious,LLT,SIDER
C0858899,Attention concentration difficulty,LLT,SIDER
C0476427,Smear cervix abnormal,LLT,SIDER
C0040797,Traumatic haemorrhage,LLT,SIDER
C3267156,Operative bleeding,LLT,SIDER
C0920195,Aphakic cystoid macular oedema,LLT,SIDER
C0235678,Vaginal odour,LLT,SIDER
C0936215,Vitamin B6 deficiency,LLT,SIDER
C0860155,Non-Q wave MI,LLT,SIDER
C0877172,Spinal epidural haematoma,LLT,SIDER
C1536220,ST segment elevation myocardial infarction,LLT,SIDER
C0010032,Corneal abrasion,LLT,SIDER
C0151729,Immunoglobulins increased,LLT,SIDER
C0855775,Pulmonary function test decreased,LLT,SIDER
C2607947,Deafness unilateral,LLT,SIDER
C3495950,Cochlear toxicity,LLT,SIDER
C0020620,Hypohidrosis,LLT,SIDER
C0033075,Presbyopia,LLT,SIDER
C0085569,Acidosis hyperchloraemic,LLT,SIDER
C0233415,Distractibility,LLT,SIDER
C0234975,Convulsions aggravated,LLT,SIDER
C0235834,Upper motor neurone lesion,LLT,SIDER
C0236826,Expressive language disorder,LLT,SIDER
C0242785,Drug - food interaction,LLT,SIDER
C0259972,Ketogenic diet,LLT,SIDER
C0270736,Essential tremor,LLT,SIDER
C0426596,Fluid intake increased,,SIDER
C0428196,Bicarbonate level,LLT,SIDER
C0454643,Word finding difficulty,LLT,SIDER
C0751265,Learning disability,LLT,SIDER
C0852909,Blood bicarbonate decreased,LLT,SIDER
C0855217,Lack of spontaneous speech,LLT,SIDER
C0877792,Circadian rhythm sleep disorder,LLT,SIDER
C0948856,Orgasmic sensation decreased,LLT,SIDER
C1096444,Altered visual depth perception,LLT,SIDER
C1142034,Tandem gait test abnormal,LLT,SIDER
C1261981,Urticaria localised,LLT,SIDER
C1456865,Calculus ureteric,LLT,SIDER
C1696943,Hypoaesthesia facial,LLT,SIDER
C0853334,Thrombocytopenia aggravated,LLT,SIDER
C0003486,Aortic aneurysm,LLT,SIDER
C0014511,Cyst epidermal,LLT,SIDER
C0015459,Face injury,LLT,SIDER
C0019338,Herpangina,LLT,SIDER
C0034888,Rectal prolapse,LLT,SIDER
C0039504,Tendon injury,LLT,SIDER
C0085697,Pyelonephritis chronic,LLT,SIDER
C0155943,Arthralgia of temporomandibular joint,LLT,SIDER
C0235329,Small intestinal obstruction,LLT,SIDER
C0241619,Vaginal cyst,LLT,SIDER
C0262365,Mammogram abnormal,LLT,SIDER
C0263888,Back disorder,LLT,SIDER
C0271453,Otitis media serous,LLT,SIDER
C0435632,Hand fracture,LLT,SIDER
C0520547,Poor peripheral circulation,LLT,SIDER
C0521634,Genital itching female,LLT,SIDER
C0541913,Duodenal ulcer aggravated,LLT,SIDER
C0549239,Dizziness aggravated,LLT,SIDER
C0549277,Gastritis aggravated,LLT,SIDER
C0549635,Potassium abnormal NOS,LLT,SIDER
C0580546,Blood glucose abnormal,LLT,SIDER
C0700201,Dyssomnia,LLT,SIDER
C0744131,Foot infection fungal NOS,LLT,SIDER
C0853246,Eczema exacerbated,LLT,SIDER
C0853312,Osteoarthritis aggravated,LLT,SIDER
C0853595,Blood cholesterol abnormal,LLT,SIDER
C0853698,Lymphocyte count increased,LLT,SIDER
C0853759,Blood potassium abnormal,LLT,SIDER
C0853762,Exacerbation of hot flushes,LLT,SIDER
C0855618,Alanine aminotransferase decreased,LLT,SIDER
C0855622,Aspartate aminotransferase decreased,LLT,SIDER
C0856100,Pancreatitis aggravated,LLT,SIDER
C0860901,Protein total decreased,LLT,SIDER
C0876980,Headache aggravated,LLT,SIDER
C0877173,Food aversion,LLT,SIDER
C0877305,Postoperative wound complication,LLT,SIDER
C0919777,Band neutrophil count increased,LLT,SIDER
C0948014,Red cell distribution width increased,LLT,SIDER
C0948482,Analgesic effect,LLT,SIDER
C1096368,Mean platelet volume decreased,LLT,SIDER
C1279247,Genitourinary tract infection,LLT,SIDER
C1868912,Uric acid increased,LLT,SIDER
C3203485,Orthostatic dysregulation,LLT,SIDER
C3665624,Blood calcium decreased,LLT,SIDER
C0265935,Congenital arterial malformation,LLT,SIDER
C0428282,Serum creatinine decreased,LLT,SIDER
C0877266,Upper respiratory tract inflammation,LLT,SIDER
C0010666,Acne cystic,LLT,SIDER
C0036420,Circumscribed scleroderma,LLT,SIDER
C0221154,Hypertension paroxysmal,LLT,SIDER
C0231613,Occipital headache,LLT,SIDER
C0240182,Leukonychia,LLT,SIDER
C0683369,Consciousness clouding,LLT,SIDER
C0851647,Muscle tone disorder,LLT,SIDER
C0851860,Amnestic symptoms,,SIDER
C0149518,Acute gastritis,LLT,SIDER
C0271901,Hypochromic microcytic anemia,LLT,SIDER
C0018975,Blindness day,LLT,SIDER
C0919578,Idiosyncratic drug reaction,LLT,SIDER
C0235048,Smarting,LLT,SIDER
C1112489,Corneal irritation,LLT,SIDER
C0425946,Short period,LLT,SIDER
C1282609,Granulocytosis,LLT,SIDER
C0034079,Lung nodule,LLT,SIDER
C0042548,Plantar warts,LLT,SIDER
C0857495,Sore nose,LLT,SIDER
C0018995,Haemochromatosis,LLT,SIDER
C0026265,Mitral valve disease,LLT,SIDER
C0029464,Osteosclerosis,LLT,SIDER
C0277889,Blood pressure diastolic increased,LLT,SIDER
C0011757,Developmental coordination disorder,LLT,SIDER
C0014550,Myoclonic epilepsy,LLT,SIDER
C0018552,Hamartoma,LLT,SIDER
C0026633,Congenital oral malformation,LLT,SIDER
C0155947,Dentofacial anomaly,LLT,SIDER
C0206762,Limb malformation,LLT,SIDER
C0234543,Postictal state,LLT,SIDER
C0235753,Haemangioma congenital,LLT,SIDER
C0239234,Low set ears,LLT,SIDER
C0265547,Limb reduction defect,LLT,SIDER
C0266011,Supernumerary nipple,LLT,SIDER
C0266316,Congenital hydronephrosis,LLT,SIDER
C0406834,Wound secretion,LLT,SIDER
C0521554,Congenital vesicoureteric reflux,LLT,SIDER
C0521694,Retinal atrophy,LLT,SIDER
C0853811,Croup infectious,LLT,SIDER
C0858603,Wave slowing,LLT,SIDER
C1328407,Hip dysplasia,LLT,SIDER
C1619700,Renal aplasia,LLT,SIDER
C1737329,Dysmorphism,LLT,SIDER
C1739111,Foetal anticonvulsant syndrome,LLT,SIDER
C1868998,Cytotoxic oedema,LLT,SIDER
C0149925,Small cell lung cancer,LLT,SIDER
C0234230,Pain burning,LLT,SIDER
C0549444,Vein discolouration,LLT,SIDER
C0009768,Conjunctivitis bacterial,LLT,SIDER
C0221245,Skin fissures,LLT,SIDER
C0236816,Acute stress disorder,LLT,SIDER
C0240873,Rectal mass,LLT,SIDER
C0240962,Scleral icterus,LLT,SIDER
C0400839,Rectal ulcer,LLT,SIDER
C0574068,Rib pain,LLT,SIDER
C0744369,Genital lesion,LLT,SIDER
C1868917,Heart racing,LLT,SIDER
C0042065,Genitourinary tract neoplasm,LLT,SIDER
C0742339,Chest heaviness,LLT,SIDER
C1740836,Acute migraine,LLT,SIDER
C0852928,Insomnia exacerbated,LLT,SIDER
C0853402,Exposure to poisonous plant,LLT,SIDER
C0267853,Cholecystitis and cholelithiasis,,SIDER
C0428167,Fraction of inspired oxygen,LLT,SIDER
C0235396,Hypertonicity,LLT,SIDER
C0877169,Neonatal hyponatraemia,LLT,SIDER
C0001733,Factor I deficiency,LLT,SIDER
C0022353,Jaundice neonatal,LLT,SIDER
C0159020,Convulsion neonatal,LLT,SIDER
C0475319,Pelvic haematoma,LLT,SIDER
C0549400,Apgar score low,LLT,SIDER
C0001621,Adrenal disorder,LLT,SIDER
C0403645,Atonic urinary bladder,LLT,SIDER
C0581883,Complete hearing loss,LLT,SIDER
C0854101,Urine sodium increased,LLT,SIDER
C2955673,Urate nephropathy,LLT,SIDER
C0751955,Brain infarction,LLT,SIDER
C1295585,Decreased vibratory sense,LLT,SIDER
C0302832,Obsessional neurosis,LLT,SIDER
C1744587,Balance difficulty,LLT,SIDER
C0235950,Zinc deficiency,LLT,SIDER
C0007871,Cervical incompetence,LLT,SIDER
C0015944,Premature rupture of membranes,LLT,SIDER
C0032962,Complication of pregnancy,LLT,SIDER
C0085207,Gestational diabetes,LLT,SIDER
C0340274,Gestational hypertension,LLT,SIDER
C0542120,Injection site nodule,LLT,SIDER
C1963824,Shortened cervix,LLT,SIDER
C2930821,Keratitis sicca,LLT,SIDER
C0020641,Hypopyon,LLT,SIDER
C0271160,Cataract cortical,LLT,SIDER
C0392557,Cataract nuclear,LLT,SIDER
C0948862,Detachment of retinal pigment epithelium,LLT,SIDER
C1112376,Optic disc vascular disorder,LLT,SIDER
C2314994,Spinal cord infarction,LLT,SIDER
C1276118,Urticaria recurrent,LLT,SIDER
C0234972,Convulsive disorder,LLT,SIDER
C0018023,Goiter nodular,LLT,SIDER
C0152192,Scotoma of blind spot area,LLT,SIDER
C0221777,Nontoxic goiter,LLT,SIDER
C0234374,Tremor coarse,LLT,SIDER
C0263465,Skin xerosis,LLT,SIDER
C0302859,Euthyroid goiter,LLT,SIDER
C0349208,Manic episode,LLT,SIDER
C0425449,Gasping,LLT,SIDER
C0685341,Congenital limb hyperextension,LLT,SIDER
C0858598,Taste salty,LLT,SIDER
C0858786,Toxic symptom,LLT,SIDER
C0033948,Female orgasmic disorder,LLT,SIDER
C0459435,Psychotic state,LLT,SIDER
C0151623,Enterocolitis haemorrhagic,LLT,SIDER
C0700509,Chronic peptic ulcer,LLT,SIDER
C0241013,Serum ferritin increased,LLT,SIDER
C0948991,Injection site discolouration,LLT,SIDER
C1096049,Infusion site swelling,LLT,SIDER
C0476289,Gas pain,LLT,SIDER
C0004812,Basilar artery syndrome,LLT,SIDER
C0042568,Vertebrobasilar insufficiency,LLT,SIDER
C0026916,Mycobacterium avium complex infection,LLT,SIDER
C0149726,Pulmonary mass,LLT,SIDER
C0277799,Intermittent fever,LLT,SIDER
C0595902,Blood chloride decreased,LLT,SIDER
C0853737,Blood bicarbonate increased,LLT,SIDER
C0854524,Peridiverticular abscess,LLT,SIDER
C0877336,Blood bilirubin decreased,LLT,SIDER
C2350530,Bronchopulmonary aspergillosis,LLT,SIDER
C0267373,Intestinal haemorrhage,LLT,SIDER
C0000817,Abortion infected,LLT,SIDER
C1704375,Hypophosphataemic rickets,LLT,SIDER
C0020503,Hyperparathyroidism secondary,LLT,SIDER
C0264286,Pharyngitis ulcerative,LLT,SIDER
C0156273,Bladder diverticulum,LLT,SIDER
C0311223,Frozen shoulder,LLT,SIDER
C0855624,Aspartate aminotransferase normal,LLT,SIDER
C0857236,Rash both legs,LLT,SIDER
C0232826,Antidiuresis,LLT,SIDER
C0568180,Lithium poisoning,LLT,SIDER
C1142166,Brugada syndrome,LLT,SIDER
C0853347,Venous thrombosis limb,LLT,SIDER
C0877606,Infusion site burning,LLT,SIDER
C1096106,Wound complication,LLT,SIDER
C0149777,Abscesses of skin,LLT,SIDER
C0457798,Dermatitis eyelid,LLT,SIDER
C0022541,Kearns-Sayre syndrome,LLT,SIDER
C0562483,Persistent cough,LLT,SIDER
C0239511,Numbness facial,LLT,SIDER
C0023653,Lichenification,LLT,SIDER
C0392707,Atopy,LLT,SIDER
C0549202,Chapped skin,LLT,SIDER
C0423701,Urinary tract pain,LLT,SIDER
C0235575,Hemolytic reaction,LLT,SIDER
C0375548,Nausea alone,LLT,SIDER
C1168149,Perioral tingling,LLT,SIDER
C0234935,Acute urticaria,LLT,SIDER
C0520757,Delayed recovery from anaesthesia,LLT,SIDER
C0520758,Neuromuscular block prolonged,LLT,SIDER
C0919569,Airway complication of anaesthesia,LLT,SIDER
C0683416,Depersonalization syndrome,LLT,SIDER
C0032320,Pneumoperitoneum,LLT,SIDER
C0042961,Volvulus,LLT,SIDER
C0333139,Pneumatosis,LLT,SIDER
C1142175,Shunt thrombosis,LLT,SIDER
C0541772,Ammonia increased,LLT,SIDER
C1141938,Ocular icterus,LLT,SIDER
C1504379,Coagulation test abnormal,LLT,SIDER
C1536055,Drug administration error,LLT,SIDER
C0151964,Conjunctival ulcer,LLT,SIDER
C0151977,Small intestine ulcer,LLT,SIDER
C0267491,Large intestinal ulcer,LLT,SIDER
C0005826,Blood pressure abnormal,LLT,SIDER
C0037926,Spinal cord compression,LLT,SIDER
C0151995,Degeneration of uterine fibroid,LLT,SIDER
C0153690,Bone cancer metastatic,LLT,SIDER
C0342406,Pituitary haemorrhage,LLT,SIDER
C0574785,Lower urinary tract symptoms,LLT,SIDER
C0242459,Loeffler's syndrome,LLT,SIDER
C0281803,Endotracheal intubation complication,LLT,SIDER
C0854693,Anaesthetic complication neurological,LLT,SIDER
C0919572,Agitation postoperative,LLT,SIDER
C1319200,Confusion postoperative,LLT,SIDER
C0852969,Tongue irritation,LLT,SIDER
C0241513,Thyrotropin low,LLT,SIDER
C0948240,Thyroxine free decreased,LLT,SIDER
C0155540,Otorrhoea,LLT,SIDER
C0262493,Gallbladder polyp,LLT,SIDER
C0271547,Growth hormone overproduction,LLT,SIDER
C0474395,Increased activity,LLT,SIDER
C0542239,Tired and heavy,LLT,SIDER
C0581395,Penile infection,LLT,SIDER
C0014752,Erythrasma,LLT,SIDER
C0694549,Community acquired pneumonia,LLT,SIDER
C0852396,Transient cerebrovascular events,,SIDER
C0577598,Swollen arm,LLT,SIDER
C0033817,Pseudomonas infection,LLT,SIDER
C0152972,Pseudomonal sepsis,LLT,SIDER
C1096714,Infusion site infection,LLT,SIDER
C0458104,Genital pain male,LLT,SIDER
C0853141,Therapeutic response unexpected,LLT,SIDER
C0236078,Scrotal pain,LLT,SIDER
C0009952,Febrile convulsion,LLT,SIDER
C0156353,Uterovaginal prolapse,LLT,SIDER
C0162810,Hypertrophic scar,LLT,SIDER
C0266453,Exencephaly,LLT,SIDER
C0268948,Scrotal ulcer,LLT,SIDER
C0549430,Procedural site reaction,LLT,SIDER
C0877094,Application site haemorrhage,LLT,SIDER
C0948299,Application site discharge,LLT,SIDER
C0948300,Application site scab,LLT,SIDER
C0948301,Application site skin breakdown,LLT,SIDER
C1112746,Hepatic lymphoma,LLT,SIDER
C1142459,Application site scar,LLT,SIDER
C1384589,Tinea cruris,LLT,SIDER
C1696942,Application site cellulitis,LLT,SIDER
C2004491,Scar,LLT,SIDER
C0036904,Sexual desire disorders,,SIDER
C0241012,Serum ferritin decreased,LLT,SIDER
C0947864,Application and instillation site reactions,,SIDER
C0206171,Community acquired infection,LLT,SIDER
C0428409,Progesterone levels,LLT,SIDER
C0340305,Inferior myocardial infarction,LLT,SIDER
C0857087,Dizzy spells,LLT,SIDER
C0030976,Perceptual distortions,LLT,SIDER
C0033953,Psychosexual disorder,LLT,SIDER
C0040247,Tinea infection,LLT,SIDER
C0267406,Infarction mesenteric,LLT,SIDER
C0581394,Swelling of legs,LLT,SIDER
C0857189,Raised serum uric acid,LLT,SIDER
C0483455,Prothrombin time ratio,LLT,SIDER
C0029429,Osteochondrosis,LLT,SIDER
C0235222,Diastolic hypertension,LLT,SIDER
C0341702,Fanconi syndrome acquired,LLT,SIDER
C1867423,Vascular resistance pulmonary increased,LLT,SIDER
C0580412,Prothrombin time abnormal,LLT,SIDER
C0423086,Staring,LLT,SIDER
C1619692,Nephrogenic systemic fibrosis,LLT,SIDER
C0155216,Eyelid bleeding,LLT,SIDER
C0240449,Nasal sinus drainage,LLT,SIDER
C0349702,Corneal scar,LLT,SIDER
C0854717,Corneal epithelium disorder,LLT,SIDER
C1142151,Scleromalacia,LLT,SIDER
C0344431,Monomorphic ventricular tachycardia,LLT,SIDER
C0002103,Atopic rhinitis,LLT,SIDER
C0007933,Chalazion,LLT,SIDER
C0015523,Factor XI deficiency,LLT,SIDER
C0036093,Salivary gland disorder,LLT,SIDER
C0043046,Wasting generalized,LLT,SIDER
C0205875,Papillomatosis,LLT,SIDER
C0221032,Congenital generalised lipodystrophy,LLT,SIDER
C0235344,Buccal mucosa ulceration,LLT,SIDER
C0277577,Psychic disturbance,LLT,SIDER
C0543392,Feces bloodstained,LLT,SIDER
C2939130,Other bacterial diseases,LLT,SIDER
C0009193,Coccydynia,LLT,SIDER
C0009918,Joint contracture,LLT,SIDER
C0022362,Jaw disorder,LLT,SIDER
C0022821,Kyphosis,LLT,SIDER
C0032739,Tuberculin test positive,LLT,SIDER
C0036337,Schizoaffective disorder,LLT,SIDER
C0036601,Self mutilation,LLT,SIDER
C0037650,Somatoform disorder,LLT,SIDER
C0040252,Body tinea,LLT,SIDER
C0040441,Tooth fracture,LLT,SIDER
C0085740,Mendelson's syndrome,LLT,SIDER
C0149801,Urosepsis,LLT,SIDER
C0152447,Urethral discharge,LLT,SIDER
C0159658,Clavicle fracture,LLT,SIDER
C0233519,Suspiciousness,LLT,SIDER
C0233633,Bradypsychic response,LLT,SIDER
C0234922,Rash scaly,LLT,SIDER
C0234988,Dizziness exertional,LLT,SIDER
C0235081,Tremor limb,LLT,SIDER
C0239940,Glycosylated haemoglobin increased,LLT,SIDER
C0272386,Tonsillar hypertrophy,LLT,SIDER
C0332798,Open wound,LLT,SIDER
C0342548,Early menarche,LLT,SIDER
C0392620,Alcohol poisoning,LLT,SIDER
C0426959,Akinaesthesia,LLT,SIDER
C0429059,Electrocardiogram T wave amplitude decreased,LLT,SIDER
C0455899,Pharyngeal erythema,LLT,SIDER
C0456495,Ear canal erythema,LLT,SIDER
C0520723,Periorbital haematoma,LLT,SIDER
C0850001,Heaviness of head,LLT,SIDER
C0852795,Blood insulin increased,LLT,SIDER
C0853089,Intentional self-injury,LLT,SIDER
C0853710,Blood prolactin decreased,LLT,SIDER
C0853782,Blood creatine phosphokinase abnormal,LLT,SIDER
C0853958,Blood creatine phosphokinase MB increased,LLT,SIDER
C0854111,Blood triglycerides decreased,LLT,SIDER
C0854171,Temperature regulation disorder,LLT,SIDER
C0854286,Eyelid function disorder,LLT,SIDER
C0854372,Mastication disorder,LLT,SIDER
C0856050,Diet refusal,LLT,SIDER
C0857979,Serum prolactin decreased,LLT,SIDER
C0860805,Urine ketone body present,LLT,SIDER
C0863087,Decreased immune responsiveness,LLT,SIDER
C0863100,Tightness in jaw,LLT,SIDER
C0877092,Venipuncture site bruise,LLT,SIDER
C0877217,Abasia,LLT,SIDER
C0948352,Injury asphyxiation,LLT,SIDER
C0948353,Markedly reduced dietary intake,LLT,SIDER
C0948579,Bacteria urine identified,LLT,SIDER
C1112261,Gaze palsy,LLT,SIDER
C1141884,Head lag abnormal,LLT,SIDER
C1141959,ECG signs of myocardial ischaemia,LLT,SIDER
C1384489,Scratch,LLT,SIDER
C1504376,Unresponsive to verbal stimuli,LLT,SIDER
C1536916,Blood cholesterol decreased,LLT,SIDER
C1611167,Waist circumference increased,LLT,SIDER
C0919726,Postoperative hypertension,LLT,SIDER
C1704431,Electrolyte disturbance,LLT,SIDER
C0000924,Accident,LLT,SIDER
C0863112,Pharyngo-oral irritation,LLT,SIDER
C0155616,Secondary hypertension,LLT,SIDER
C0233718,Pressure of speech,LLT,SIDER
C0858357,Oesophageal stenosis acquired,LLT,SIDER
C0920108,Fasting blood glucose increased,LLT,SIDER
C2609096,Genital hypoaesthesia,LLT,SIDER
C3665418,Labile hypertension,LLT,SIDER
C0025500,Mesothelioma,LLT,SIDER
C0238113,Radiation oesophagitis,LLT,SIDER
C1167745,Extremity necrosis,LLT,SIDER
C1557335,Ocular surface disease,LLT,SIDER
C0029734,Other scleritis,LLT,SIDER
C3160754,Atypical femur fracture,LLT,SIDER
C0853644,Eosinophil count abnormal,LLT,SIDER
C0856623,Orofacial oedema,LLT,SIDER
C0392390,Hepatitis B e antigen positive,LLT,SIDER
C0039128,Syphilis,LLT,SIDER
C0149985,Secondary syphilis,LLT,SIDER
C0006430,Burning mouth syndrome,LLT,SIDER
C0021807,Intertrigo,LLT,SIDER
C0085119,Ulcer foot,LLT,SIDER
C0158322,Calcaneal spur,LLT,SIDER
C0270810,Peroneal nerve palsy,LLT,SIDER
C0347941,Chest mass NOS,LLT,SIDER
C0520563,Toxic dilatation of intestine,LLT,SIDER
C0520802,Radiation recall syndrome,LLT,SIDER
C0522348,Ear feels clogged,LLT,SIDER
C0549257,Loss of confidence,LLT,SIDER
C0857183,Pre-menstrual tension syndrome,LLT,SIDER
C0948715,Infusion related reaction,LLT,SIDER
C3665356,Food intolerance,LLT,SIDER
C0239296,Oesophageal obstruction,LLT,SIDER
C0748023,Bacterial prostatitis,LLT,SIDER
C1112469,Cytomegalovirus syndrome,LLT,SIDER
C0007684,Central nervous system infection,LLT,SIDER
C1096496,Blood testosterone free increased,LLT,SIDER
C3665795,Microembolism,LLT,SIDER
C1412002,Atypical pneumonia,LLT,SIDER
C0149721,Left ventricular hypertrophy,LLT,SIDER
C0344365,Incomplete bladder emptying,LLT,SIDER
C0231529,Tendon pain,LLT,SIDER
C0042135,Uterine atony,LLT,SIDER
C0015401,Foreign body in eye,LLT,SIDER
C0033999,Pterygium,LLT,SIDER
C0085129,Bronchial hyperreactivity,LLT,SIDER
C0520729,Subconjunctival cyst,LLT,SIDER
C0541865,Deposit eye,LLT,SIDER
C0549398,Meibomianitis,LLT,SIDER
C0595900,Blood chloride increased,LLT,SIDER
C0748538,Scleral pigmentation,LLT,SIDER
C0852952,Optic nerve cupping,LLT,SIDER
C0877339,Cardio-respiratory distress,LLT,SIDER
C2938875,Upper-airway cough syndrome,LLT,SIDER
C0556385,Alcohol craving,LLT,SIDER
C0158986,Hypoglycaemia neonatal,LLT,SIDER
C0235839,Fever neonatal,LLT,SIDER
C0270274,Vomiting neonatal,LLT,SIDER
C0410919,Bradycardia foetal,LLT,SIDER
C0410959,Foetal acidosis,LLT,SIDER
C0456103,Sepsis neonatal,LLT,SIDER
C0549395,Blood urea decreased,LLT,SIDER
C0854706,Neonatal infection,LLT,SIDER
C0856150,Spinal haematoma,LLT,SIDER
C1112613,Neonatal tachypnoea,LLT,SIDER
C1285373,Respiratory disorder neonatal,LLT,SIDER
C0857175,Postinfarction,LLT,SIDER
C0395005,Polydipsia psychogenic,LLT,SIDER
C2267227,Bulimia nervosa,LLT,SIDER
C0858156,Serum potassium abnormal,LLT,SIDER
C0858176,Serum sodium abnormal,LLT,SIDER
C0018134,Graft versus host reaction,LLT,SIDER
C0030409,Paracoccidioides infection,LLT,SIDER
C0031111,Periostitis,LLT,SIDER
C0266648,Blighted ovum,LLT,SIDER
C0302870,Microcytic,LLT,SIDER
C0855331,Electrocardiogram QT corrected interval,LLT,SIDER
C0085074,Granuloma annulare,LLT,SIDER
C0401149,Constipation chronic,LLT,SIDER
C0159076,Choluria,LLT,SIDER
C0853254,Nasal passage irritation,LLT,SIDER
C0522051,Acute chest pain,LLT,SIDER
C0239026,Chest X-ray normal,LLT,SIDER
C0241165,Skin thickening,LLT,SIDER
C2721563,Infectious pneumonitis,LLT,SIDER
C0497471,Moniliasis genital female,LLT,SIDER
C0877089,Vaginal mucosal blistering,LLT,SIDER
C0858535,Thrombocytopenia toxic,LLT,SIDER
C0521500,Injection site extravasation,LLT,SIDER
C0342592,Anion gap increased,LLT,SIDER
C0034124,Pupillary disorder,LLT,SIDER
C0423285,Keratic precipitates,LLT,SIDER
C0520532,Subcutaneous haematoma,LLT,SIDER
C0006261,Bronchial disorder,LLT,SIDER
C0015674,Chronic fatigue syndrome,LLT,SIDER
C0019342,Genital herpes,LLT,SIDER
C0019364,Ophthalmic herpes zoster,LLT,SIDER
C0019385,Meningoencephalitis herpetic,LLT,SIDER
C0023484,Plasma cell leukaemia,LLT,SIDER
C0023860,Listeriosis,LLT,SIDER
C0024904,Mastoiditis,LLT,SIDER
C0026948,Mycosis fungoides,LLT,SIDER
C0034544,Radiculitis,LLT,SIDER
C0039496,Temporomandibular joint syndrome,LLT,SIDER
C0085648,Synovial cyst,LLT,SIDER
C0156339,Vulval ulceration,LLT,SIDER
C0221030,Hyperviscosity syndrome,LLT,SIDER
C0235912,Hepatic haemorrhage,LLT,SIDER
C0239279,Epididymal tenderness,LLT,SIDER
C0267028,Lip pain,LLT,SIDER
C0268407,Cardiac amyloidosis,LLT,SIDER
C0276252,Cytomegalovirus hepatitis,LLT,SIDER
