smpdb_id,name,category,enzymes,source
SMP0057770,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-18:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057771,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-18:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057772,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-18:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057773,"Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057774,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057775,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057776,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057777,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057778,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057779,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057780,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057781,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057782,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057783,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057784,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057785,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057786,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057787,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057788,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057789,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057790,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-19:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057791,"Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057792,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057793,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057794,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057795,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057796,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057797,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057798,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057799,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057800,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057801,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057802,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057803,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057804,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057805,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057806,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057807,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-20:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057808,"Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057809,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057810,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057811,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057812,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057813,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057814,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057815,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057816,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057817,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057818,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057819,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057820,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057821,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057822,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057823,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057824,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057825,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-21:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057826,"Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057827,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057828,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057829,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057830,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057831,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057832,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057833,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057834,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057835,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057836,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057837,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057838,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057839,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057840,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057841,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057842,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057843,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-22:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057844,"Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057845,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057846,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057847,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057848,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057849,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057850,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057851,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057852,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057853,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057854,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057855,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057856,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057857,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057858,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057859,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057860,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057861,Cardiolipin Biosynthesis CL(i-13:0/i-14:0/i-24:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057862,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057863,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/a-13:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057864,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/a-15:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057865,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/a-17:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057866,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/a-21:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057867,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/a-25:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057868,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-12:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057869,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-13:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057870,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-14:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057871,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-15:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057872,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-16:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057873,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-17:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057874,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-18:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057875,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-19:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057876,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-20:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057877,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-21:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057878,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-22:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057879,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/18:2(9Z,11Z)/i-24:0)",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057880,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057881,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057882,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057883,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/a-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057884,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/a-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057885,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/a-25:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057886,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-12:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057887,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057888,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-14:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057889,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057890,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-16:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057891,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-17:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057892,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-18:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057893,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-19:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057894,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-20:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057895,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-21:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057896,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-22:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057897,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-13:0/i-24:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057898,"Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-15:0/18:2(9Z,11Z))",disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057899,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-15:0/a-13:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
SMP0057900,Cardiolipin Biosynthesis CL(i-13:0/i-15:0/a-15:0/a-15:0),disease,O95674|P21695|Q32NB8|Q8WUK0|Q9HCL2|Q9NUQ2|Q9UJA2,DrugBank
